run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-09-26,20260926-011356-f352a7a9,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Las Vegas / Nevada; Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; refinancing; capital raise; operational technology / AI adoption,2,100,79.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,2,100,94.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,Dallas / Texas; Los Angeles / California; Phoenix / Arizona; Seattle,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; BTR expansion; operational technology / AI adoption,6,89,72.2,Capital Inflow,GP Capability Benchmark Signal,benchmark underwriting assumptions,High,100,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Multifamily,Washington DC,Core Multifamily News,Other,refinancing; JV / partnership,1,86,86.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-09-26,20260926-011356-f352a7a9,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Dallas / Texas; Phoenix / Arizona; San Francisco / California; Seattle; Texas,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; BTR expansion; operational technology / AI adoption,8,97,79.8,Capital Inflow,GP Capability Benchmark Signal,capital market sentiment indicator,High,100,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,High Street Residential,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Los Angeles / California,Regional / California / LA Sources,Other,JV / partnership; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-09-26,20260926-011356-f352a7a9,SAGE,Tier 3 / Growth and Market Signal Watch,50,Apartment,Las Vegas / Nevada,Core Multifamily News,Other,disposition / exit; capital raise; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,99,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,WNC,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,capital raise; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,99,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,CIM Group,Tier 2 / Strategic Watch,75,Mixed-Use Residential,Other / Unknown,Regional / California / LA Sources,Other,entitlement; operational technology / AI adoption,1,92,92.0,Development Capital Deployment,GP Capability Benchmark Signal,competitive pressure indicator,High,95,Review California / LA capital and developer activity
2026-09-26,20260926-011356-f352a7a9,Tishman Speyer,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,1,89,89.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,94,Review California / LA capital and developer activity
