run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Kennedy Wilson,Kennedy Wilson,75,100,90,55,90,100,0,100,0,57,76,Tier 2 High Potential GP,Washington DC,Multifamily,Other,kennedy wilson,kennedy wilson,Construction Financing; Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,None detected,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Freddie Mac,Freddie Mac,89,100,90,100,90,65,0,100,0,63,75,Tier 2 High Potential GP,Other / Unknown,Apartment,Other,freddie mac,freddie mac,Acquisition; Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Tishman Speyer,Tishman Speyer,83,94,90,100,90,65,0,100,0,60,74,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,IPA,IPA,100,100,90,55,90,65,0,100,0,67,71,Tier 2 High Potential GP,Phoenix / Arizona,Apartment,Other,cbre,cbre,Acquisition; BTR / Build-to-Rent; BTR growth strategy; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; BTR expansion; operational technology / AI adoption,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,JLL,JLL,63,91,90,55,55,100,0,90,25,60,71,Tier 2 High Potential GP,Las Vegas / Nevada,Senior Housing,Other,jll,jll,Capital Inflow; JV / Partnership; acquisition; disposition / exit; refinancing; JV / partnership; selective multifamily acquisition,None detected,delivered,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,High Street Residential,High Street Residential,73,99,75,55,55,100,0,100,0,52,70,Tier 2 High Potential GP,Los Angeles / California,Mixed-Use Residential,Other,None detected,None detected,JV / Partnership; JV / partnership; operational technology / AI adoption; Operational / Platform Investment; operational efficiency push,None detected,None detected,High,Strong partnership signal,Improving,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Marcus & Millichap,Marcus & Millichap,100,100,90,100,90,0,0,100,0,67,66,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Acquisition; BTR growth strategy; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; refinancing; BTR expansion; operational technology / AI adoption,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Berkadia,Berkadia,100,100,90,55,90,0,0,100,25,74,63,Tier 3 Monitoring GP,Las Vegas / Nevada,Apartment,Other,berkadia,berkadia,Capital Inflow; Disposition / Exit; Refinancing; disposition / exit; refinancing; capital raise; operational technology / AI adoption; operational efficiency push,None detected,completed,High,No clear partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,WNC,WNC,83,99,90,100,70,0,0,100,0,60,63,Tier 3 Monitoring GP,California,Affordable Housing,Other,None detected,None detected,Capital Inflow; capital raise; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Criterion Real Estate Capital,Criterion Real Estate Capital,63,86,90,55,90,100,0,0,0,52,63,Tier 3 Monitoring GP,Washington DC,Multifamily,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; JV / partnership; stable platform monitoring,None detected,None detected,Low,Strong partnership signal,Improving,Distressed opportunity positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
