run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Apartment,38,20,11,27,82.1,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Affordable Housing,6,5,2,6,94.3,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Multifamily,16,2,3,9,61.6,Other / Unknown,Institutional Flow,IPA,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,BTR / Single-Family Rental,2,2,0,2,80.0,Dallas / Texas,Institutional Flow,IPA,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Mixed-Use Residential,7,7,6,7,94.7,Colorado,Developer Strategy,High Street Residential,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Senior Housing,3,2,1,3,81.0,Las Vegas / Nevada,Developer Strategy,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,General Residential,4,0,3,4,59.5,San Francisco / California,Institutional Flow,IPA,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Student Housing,0,0,0,0,0,None detected,None detected,None detected,Campus-adjacent demand and partnership signal,Monitoring Sector,Monitor university-market demand and partnership signals
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
