run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Miami,Florida,5,5,0,4,1,4,General Residential,General Project Signal,General Entitlement Signal,Downtown infill,100,49,20,Strategic watch submarket,Review potential acquisition pipeline,Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; Development Start - Miami / Florida - Rilea Group Starts Work on 300-Unit Wynwood Rental Community; Disposition / Exit - Miami / Florida - TA Realty Pays $105M for Wellington Rental Community; General Project Signal - Miami / Florida - Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; General Project Signal - Miami / Florida - HTG Debuts $115M Miami Affordable Housing Project
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Atlanta,Southeast,6,5,1,5,1,5,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,47,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community; Acquisition - Atlanta / Georgia - Passco Offloads Buckhead Rental Asset for $87.5M; Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset; Investor Takes Over Distressed Atlanta Apartment Asset
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Los Angeles,Los Angeles,9,4,4,3,0,2,Mixed-Use Residential,Entitlement / Permitting,Entitlement Approval,University-adjacent,100,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,270 apartments take shape at 200 E. First American Way in Santa Ana; 47 apartments completed at 2535 Alsace Ave. in West Adams; Acquisition - Los Angeles / California - Harbor Associates Sells Office Campus in North L.A. County for $32M; Apartment complex fully framed at 11250 La Grange Ave. in Sawtelle; Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Phoenix,Arizona,4,3,0,3,0,0,Apartment,Disposition / Exit,General Entitlement Signal,Hospital-adjacent,97,0,20,Strategic watch submarket,Review potential acquisition pipeline,$58.7M Multifamily Asset Sale Closed by Institutional Property Advisors in North Phoenix; Disposition / Exit - Phoenix / Arizona - $58.7M Multifamily Asset Sale Closed by Institutional Property Advisors in North Phoenix; Disposition / Exit - Phoenix / Arizona - N. Phoenix Apartments Trade for $58.7M; General Project Signal - Phoenix / Arizona - Mesa Expected to Okay $3B Legacy Park Project; Mesa Expected to Okay $3B Legacy Park Project
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Dallas,Texas,2,2,0,2,0,2,Apartment,Acquisition,General Entitlement Signal,Suburban growth corridor,83,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Dallas / Texas - Bader Picks Up 228-Unit Dallas Apartment Community; BTR / Build-to-Rent - Dallas / Texas - IPA Closes Built-to-Rent Multifamily Sale in Suburban North Dallas; Bader Picks Up 228-Unit Dallas Apartment Community; IPA Closes Built-to-Rent Multifamily Sale in Suburban North Dallas
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,New York,New York,7,3,0,2,1,1,Apartment,Construction Financing,General Entitlement Signal,University-adjacent,81,48,20,Strategic watch submarket,Review potential acquisition pipeline,"Bader Picks Up 228-Unit Dallas Apartment Community; Construction Financing - New York - First Phase of Jersey City Multifamily Secures $310M Financing; Disposition / Exit - New York City / New York - Newmark, Cushman & Wakefield Among Winners at REBNY’s 2026 Retail Deal Awards; Extell Seeks $3.8B Financing for Condos on Former ABC-TV Campus; First Phase of Jersey City Multifamily Secures $310M Financing"
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,West Adams,Los Angeles,1,1,2,1,0,1,Mixed-Use Residential,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,81,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,47 apartments completed at 2535 Alsace Ave. in West Adams; Entitlement / Permitting - Other / Unknown - 47 apartments completed at 2535 Alsace Ave. in West Adams
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Seattle,Seattle,3,3,0,2,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,81,0,20,Strategic watch submarket,Review potential acquisition pipeline,50-Acre Puget Sound Multifamily Asset Sale Brokered by Institutional Property Advisors; Disposition / Exit - Los Angeles / California - HFO Investment Real Estate Closes $27M Sale of Luxury Apartments in Fairview; Disposition / Exit - Seattle - 50-Acre Puget Sound Multifamily Asset Sale Brokered by Institutional Property Advisors; Disposition / Exit - Seattle - IPA Brokers Sale of 50-Acre Bothell Multifamily Asset; HFO Investment Real Estate Closes $27M Sale of Luxury Apartments in Fairview
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Anaheim,Orange County,1,1,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,72,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Tishman Speyer Acquires 376-Unit Anaheim Rental Community
2026-09-26,20260926-011356-f352a7a9,2026-09-26 01:13:56,Pasadena,Los Angeles,1,1,1,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,68,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Entitlement / Permitting - Southeast - More design tweaks for infill housing at 810 N. Marengo Ave. in Pasadena; More design tweaks for infill housing at 810 N. Marengo Ave. in Pasadena
