run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-001,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,,Adaptive reuse project starting up at 6380 Wilshire Boulevard,Adaptive Reuse,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,in 2023,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Adaptive reuse project starting up at 6380 Wilshire Boulevard,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-project-starting-6380-wilshire-boulevard,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-007,Los Angeles / California,Los Angeles,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project starting up at 6380 Wilshire Boulevard,Office-to-Residential Conversion,Approved / Entitled,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,67,Relevant to US residential developer capability,"Review office conversion feasibility, policy support, and local sponsor activity",Adaptive reuse project starting up at 6380 Wilshire Boulevard,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-project-starting-6380-wilshire-boulevard,Medium
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-002,Texas,Los Angeles,Apartment,Unknown,More Texas multifamily loans moved to servicing in late July,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",More Texas multifamily loans moved to servicing in late July,Multifamily Dive,https://www.multifamilydive.com/news/multifamily-cmbs-loans-special-servicing/827095/,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-004,California,California,Affordable Housing,Unknown,Entitlement / Permitting - California - Construction goes vertical for affordable housing at 1540 Court St. in Echo Park,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Construction goes vertical for affordable housing at 1540 Court St. in Echo Park,Urbanize LA,https://la.urbanize.city/post/construction-goes-vertical-affordable-housing-1540-court-st-echo-park,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-010,Other / Unknown,Unknown,Apartment,Unknown,Office-to-Residential Conversion - Other / Unknown - Drever Partners Launches Pre-Leasing at Missouri Hotel-to-Residential Conversion Property,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Drever Partners Launches Pre-Leasing at Missouri Hotel-to-Residential Conversion Property,Connect CRE Apartments,https://www.connectcre.com/stories/drever-partners-launches-pre-leasing-at-missouri-hotel-to-residential-conversion-property/,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-003,Dallas / Texas,Dallas,Affordable Housing,Blackstone,Entitlement / Permitting - Dallas / Texas - Blackstone Affiliate Proposing 252 Affordable Denton Housing Units,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,35,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Blackstone Affiliate Proposing 252 Affordable Denton Housing Units,Connect CRE Texas,https://www.connectcre.com/stories/blackstone-affiliate-proposing-252-affordable-denton-housing-units/,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-005,Los Angeles / California,Manhattan,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown,Urbanize LA,https://la.urbanize.city/post/jamison-pivots-affordable-housing-975-s-manhattan-pl-koreatown,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-006,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - New plan for affordable housing at 2127 S. Westwood Boulevard,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,New plan for affordable housing at 2127 S. Westwood Boulevard,Urbanize LA,https://la.urbanize.city/post/new-plan-affordable-housing-2127-s-westwood-boulevard,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-009,San Francisco / California,San Francisco,Apartment,Unknown,"Entitlement / Permitting - San Francisco / California - Permits Filed For 465 Liberty Street in Eureka Valley, San Francisco",Entitlement Approval,Early Planning,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,"Permits Filed For 465 Liberty Street in Eureka Valley, San Francisco",SF YIMBY,https://sfyimby.com/2026/08/permits-filed-for-465-liberty-street-in-eureka-valley-san-francisco.html,Low
2026-08-06,20260806-000104-953dc7c3,ENT-20260806-008,Los Angeles / California,Los Angeles,Student Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Small lot homes with ADUs pitched for 18220 Superior St. in Northridge,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,20,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Small lot homes with ADUs pitched for 18220 Superior St. in Northridge,Urbanize LA,https://la.urbanize.city/post/small-lot-homes-adus-pitched-18220-superior-st-northridge,Low
