run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-001,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project starting up at 6380 Wilshire Boulevard,6380 Wilshire Boulevard,Los Angeles,Unknown,Office-to-Residential Conversion,Entitled / approved,Unknown,Office-to-Residential Conversion,Unknown site control,Entitlement / Planning,100,54,High relevance to Woomi site strategy,Monitor office conversion feasibility,Monitor asset for repeated local confirmation,Adaptive reuse project starting up at 6380 Wilshire Boulevard,https://la.urbanize.city/post/adaptive-reuse-project-starting-6380-wilshire-boulevard,High
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-009,Entitlement / Permitting - California - Construction goes vertical for affordable housing at 1540 Court St. in Echo Park,1540 Court St,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,40,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",Construction goes vertical for affordable housing at 1540 Court St. in Echo Park,https://la.urbanize.city/post/construction-goes-vertical-affordable-housing-1540-court-st-echo-park,High
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-010,General Project Signal - California - Afforable housing slated for property at 1850 Atlantic Ave. in Long Beach,1850 Atlantic Ave,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,40,High relevance to Woomi site strategy,Monitor only,"Review parcel clue, entitlement path, sponsor, and comparable sites",Afforable housing slated for property at 1850 Atlantic Ave. in Long Beach,https://la.urbanize.city/post/afforable-housing-slated-property-1850-atlantic-ave-long-beach,High
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-012,Entitlement / Permitting - Los Angeles / California - Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown,975 S. Manhattan Pl,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown,https://la.urbanize.city/post/jamison-pivots-affordable-housing-975-s-manhattan-pl-koreatown,High
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-013,Entitlement / Permitting - Los Angeles / California - New plan for affordable housing at 2127 S. Westwood Boulevard,2127 S. Westwood Boulevard,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",New plan for affordable housing at 2127 S. Westwood Boulevard,https://la.urbanize.city/post/new-plan-affordable-housing-2127-s-westwood-boulevard,High
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-002,Acquisition - California - Marcus & Millichap Finalizes Deal in Sacramento’s Greenhaven Neighborhood,California,Los Angeles,Marcus & Millichap,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,32,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Marcus & Millichap Finalizes Deal in Sacramento’s Greenhaven Neighborhood,https://www.connectcre.com/stories/marcus-millichap-finalizes-deal-in-sacramentos-greenhaven-neighborhood/,Medium
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-003,"Acquisition - Los Angeles / California - In Largest U.S. Multifamily Sale Since 2024, BlackRock Pays $1.63B in SoCal",Los Angeles,Los Angeles,Camden Property Trust,Multifamily,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,"In Largest U.S. Multifamily Sale Since 2024, BlackRock Pays $1.63B in SoCal",https://commercialobserver.com/2026/08/california-multifamily-housing-blackrock-camden/,Medium
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-004,Disposition / Exit - Los Angeles / California - Camden Property Trust Completes Largest U.S Multifamily Sale Since 2024,Los Angeles,Los Angeles,Camden Property Trust,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,100,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Camden Property Trust Completes Largest U.S Multifamily Sale Since 2024,https://www.connectcre.com/stories/camden-property-trust-completes-largest-u-s-multifamily-sale-since-2024/,Medium
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-006,Entitlement / Permitting - Dallas / Texas - Blackstone Affiliate Proposing 252 Affordable Denton Housing Units,Dallas,Los Angeles,Blackstone,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,26,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Blackstone Affiliate Proposing 252 Affordable Denton Housing Units,https://www.connectcre.com/stories/blackstone-affiliate-proposing-252-affordable-denton-housing-units/,High
2026-08-06,20260806-000104-953dc7c3,LAA-20260806-007,General Project Signal - Los Angeles / California - BWE Secures $16.8M to Finance Multifamily Affordable Community in Grapevine Texas,Dallas,Los Angeles,Freddie Mac,Multifamily,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,26,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",BWE Secures $16.8M to Finance Multifamily Affordable Community in Grapevine Texas,https://yieldpro.com/2026/08/cobblestone-village/,Medium
