run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,California,Apartment,22,20,13,92.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Los Angeles,Affordable Housing,15,14,10,95.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,National / Other,Multifamily,25,12,4,70.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Florida,Apartment,9,8,6,85.8,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Southeast,Apartment,10,8,5,87.1,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Texas,Apartment,9,8,3,87.3,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,New York,Mixed-Use Residential,7,5,6,82.4,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Dallas,Apartment,5,5,2,94.8,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Arizona,BTR / Single-Family Rental,2,2,2,93.5,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Phoenix,BTR / Single-Family Rental,2,2,2,93.5,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Sun Belt,Multifamily,2,2,1,88.5,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Seattle,Apartment,1,1,1,100.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Austin,Senior Housing,2,1,0,74.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
