run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Miami,Florida,5,5,0,4,4,6,Apartment,Construction Financing,General Entitlement Signal,Mixed-use corridor,100,93,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project; Arrow Arranges $85M Construction Loan for Miami Condo Project; Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community; Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project; Construction Financing - Miami / Florida - Arrow Arranges $85M Construction Loan for Miami Condo Project
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,New York,New York,6,5,0,5,1,5,Mixed-Use Residential,Disposition / Exit,General Entitlement Signal,Waterfront redevelopment,100,49,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - New York - Tishman Speyer Acquires Berkshire Dilworth Apartments in Charlotte for $76.3M; Blue Owl Capital Provides $106M to Refi Lowell Hotel in New York City; Disposition / Exit - New York - JLL Lists Staten Island Waterfront Development for $45M; GNAM Underway on $92M Redevelopment of Hospital Campus in Pawtucket, Rhode Island; General Project Signal - New York City / New York - GNAM Underway on $92M Redevelopment of Hospital Campus in Pawtucket, Rhode Island"
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Dallas,Texas,5,4,1,3,1,3,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,100,47,42,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - Dallas / Texas - IPA Brokers Sale of 236-Unit Apartment Complex in Midlothian, Texas; BWE Secures $16.8M to Finance Multifamily Affordable Community in Grapevine Texas; Blackstone Affiliate Proposing 252 Affordable Denton Housing Units; Concord Arranges $50M Construction Loan for FW Apartments; Construction Financing - Dallas / Texas - Concord Arranges $50M Construction Loan for FW Apartments"
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Atlanta,Southeast,7,7,0,7,1,4,Apartment,Acquisition,General Entitlement Signal,University-adjacent,100,45,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; Acquisition - Atlanta / Georgia - Walton Communities Offloads Two Atlanta Rental Properties; Atlanta Beltline Advancing 218-Unit Affordable Apartment Project; Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project; Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Los Angeles,Los Angeles,7,6,3,0,0,0,Affordable Housing,Acquisition,Entitlement Approval,University-adjacent,92,44,52,High relevance to Woomi site strategy,Monitor entitlement precedent,"Acquisition - Los Angeles / California - In Largest U.S. Multifamily Sale Since 2024, BlackRock Pays $1.63B in SoCal; Acquisition - Los Angeles / California - Paladin Expands SoCal Workforce Portfolio with Bellflower Acquisition; Adaptive reuse project starting up at 6380 Wilshire Boulevard; Afforable housing slated for property at 1850 Atlantic Ave. in Long Beach; Construction goes vertical for affordable housing at 1540 Court St. in Echo Park"
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Charlotte,Southeast,2,2,0,2,0,2,Multifamily,Acquisition,General Entitlement Signal,General submarket monitoring,84,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - New York - Tishman Speyer Acquires Berkshire Dilworth Apartments in Charlotte for $76.3M; Acquisition - Sun Belt - Newmark Facilitates Sale and Financing of 140-Unit Multifamily Community in Charlotte Nort...; Newmark Facilitates Sale and Financing of 140-Unit Multifamily Community in Charlotte North Carolina; Tishman Speyer Acquires Berkshire Dilworth Apartments in Charlotte for $76.3M
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Phoenix,Arizona,2,2,0,2,1,3,BTR / Single-Family Rental,Acquisition,General Entitlement Signal,General submarket monitoring,83,47,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Phoenix / Arizona - ColRich Pays $52.4M for Mesa Rental Community; BTR / Build-to-Rent - Phoenix / Arizona - Phoenix BTR Investor Inks $73.1M Bridge Loan; ColRich Pays $52.4M for Mesa Rental Community; Phoenix BTR Investor Inks $73.1M Bridge Loan
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Wilshire,Los Angeles,1,1,2,1,0,2,Office-to-Residential Conversion,Office-to-Residential Conversion,Adaptive Reuse,Adaptive reuse corridor; Office conversion corridor,82,11,45,High relevance to Woomi site strategy,Monitor entitlement precedent,Adaptive reuse project starting up at 6380 Wilshire Boulevard; Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project starting up at 6380 Wilshire Boulevard
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Echo Park,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,70,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,Construction goes vertical for affordable housing at 1540 Court St. in Echo Park; Entitlement / Permitting - California - Construction goes vertical for affordable housing at 1540 Court St. in Echo Park
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Koreatown,Los Angeles,2,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,Adaptive reuse corridor,68,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,Adaptive reuse project starting up at 6380 Wilshire Boulevard; Entitlement / Permitting - Los Angeles / California - Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown; Jamison pivots to affordable housing at 975 S. Manhattan Pl. in Koreatown
2026-08-06,20260806-000104-953dc7c3,2026-08-06 00:01:04,Hollywood,Los Angeles,2,1,0,1,1,2,Apartment,Refinancing,General Entitlement Signal,Downtown infill,67,47,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,"In Largest U.S. Multifamily Sale Since 2024, BlackRock Pays $1.63B in SoCal; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset"
