run_date,run_id,la_lifecycle_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,current_lifecycle_stage,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,potential_woomi_site_strategy,recommended_local_follow_up,evidence_signals,source_article_title,url,confidence_level
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-001,Refinancing - Miami / Florida - RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,Los Angeles,Berkadia,General Residential,Delivery / Opening,31,100,Unknown Timing,Low,High,Benchmark delivery / lease-up timing,Monitor lifecycle status for repeated confirmation,Delivery / Opening; Completed / opened; Refinancing / Recapitalization; completed,RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,https://www.connectcre.com/stories/rivani-lands-114-3m-refi-on-miami-beach-office-retail-project/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-002,Disposition / Exit - California - Marcus & Millichap Arranges $13.25M Sale of Villa Capri Apartments in San Diego,Los Angeles,Marcus & Millichap,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Marcus & Millichap Arranges $13.25M Sale of Villa Capri Apartments in San Diego,https://yieldpro.com/2026/09/villa-capri-apartments/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-003,Disposition / Exit - California - Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,California,Marcus & Millichap,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Marcus & Millichap Closes Multifamily Sale in San Diego’s College East,https://www.connectcre.com/stories/marcus-millichap-closes-multifamily-sale-in-san-diegos-college-east/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-004,Acquisition - Los Angeles / California - Decron Pays $144M for Miracle Mile Apartments,Los Angeles,GID,Apartment,Unknown Stage,21,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Decron Pays $144M for Miracle Mile Apartments,https://www.connectcre.com/stories/498977-2/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-005,Decron Pays $144M for Miracle Mile Apartments,Los Angeles,GID,Apartment,Site Acquisition / Site Control,13,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,Decron Pays $144M for Miracle Mile Apartments,https://www.connectcre.com/stories/498977-2/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-006,Acquisition - California - Marcus & Millichap Arranges $8.6M Sale of Tremont Street Apartments on California’s Santa...,Los Angeles,Marcus & Millichap,Affordable Housing,Site Acquisition / Site Control,12,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; No explicit timing reference,Marcus & Millichap Arranges $8.6M Sale of Tremont Street Apartments on California’s Santa Catalina Island,https://rebusinessonline.com/marcus-millichap-arranges-8-6m-sale-of-tremont-street-apartments-on-californias-santa-catalina-island/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-007,Acquisition - Dallas / Texas - Bader Company Acquires 228Multifamily Units in Downtown Dallas,Los Angeles,JLL,Multifamily,Delivery / Opening,10,100,Unknown Timing,Low,Low,Benchmark delivery / lease-up timing,Monitor lifecycle status for repeated confirmation,Delivery / Opening; Completed / opened; Lease-Up / Delivery; Completed,Bader Company Acquires 228Multifamily Units in Downtown Dallas,https://yieldpro.com/2026/09/2611-ross-ave/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-008,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,California,Marcus & Millichap,Apartment,Unknown Stage,23,99,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,MMCC Arranges Financing for Orange Multifamily Acquisition,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-009,Disposition / Exit - California - Value-Add Rentals Go for $13M in El Cajon,California,Marcus & Millichap,Apartment,Unknown Stage,22,99,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Value-Add Rentals Go for $13M in El Cajon,https://www.connectcre.com/stories/value-add-rentals-go-for-13m-in-el-cajon/,High
2026-09-23,20260923-011704-dd921d8d,LALC-20260923-010,CBRE Arranges Valencia Office Sale for Harbor Associates,Los Angeles,CBRE,General Residential,Site Acquisition / Site Control,11,99,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,CBRE Arranges Valencia Office Sale for Harbor Associates,https://www.connectcre.com/stories/cbre-arranges-valencia-office-sale-for-harbor-associates/,High
