run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Standard Real Estate Investments,Standard Real Estate Investments,83,96,90,100,90,100,0,100,0,60,80,Tier 2 High Potential GP,California,Multifamily,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Tishman Speyer,Tishman Speyer,83,94,90,100,90,65,0,100,0,60,74,Tier 2 High Potential GP,California,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,JLL,JLL,100,100,90,55,90,65,0,100,25,74,73,Tier 2 High Potential GP,Dallas / Texas,Multifamily,Other,jll,jll,Acquisition; Capital Inflow; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,completed,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Walker & Dunlop,Walker & Dunlop,100,98,90,55,70,100,0,90,0,67,73,Tier 2 High Potential GP,New York City / New York,Affordable Housing,Other,freddie mac; walker & dunlop,freddie mac; walker & dunlop,JV / Partnership; Refinancing; Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,None detected,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Affordable Housing Specialist; LA Strategic Watch; Distressed Opportunity Candidate
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,CBRE,CBRE,100,100,90,55,90,65,0,100,0,67,71,Tier 2 High Potential GP,Denver / Colorado,Apartment,Other,cbre,cbre,Acquisition; Capital Inflow; acquisition; disposition / exit; market expansion; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Freddie Mac,Freddie Mac,89,100,90,55,90,65,0,100,0,63,71,Tier 2 High Potential GP,New York City / New York,Apartment,Other,freddie mac,freddie mac,Acquisition; Capital Inflow; acquisition; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Accelerating,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,GID,GID,73,100,90,55,90,65,0,100,0,56,71,Tier 2 High Potential GP,Los Angeles / California,Apartment,Other,jll,jll,Acquisition; Capital Inflow; acquisition; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Fannie Mae,Fannie Mae,73,89,90,55,90,65,0,90,0,56,67,Tier 3 Monitoring GP,Dallas / Texas,Apartment,Other,fannie mae,fannie mae,Acquisition; Capital Inflow; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Marcus & Millichap,Marcus & Millichap,100,100,90,100,90,0,0,100,0,67,66,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; Disposition / Exit; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-09-23,20260923-011704-dd921d8d,2026-09-23 01:17:04,Blackfin Real Estate,Blackfin Real Estate,89,91,90,55,90,100,0,0,25,70,66,Tier 3 Monitoring GP,Nashville / Tennessee,Apartment,Other,None detected,None detected,Capital Inflow; acquisition; disposition / exit; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,delivered,Low,Strong partnership signal,Accelerating,Selective residential growth,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Operational Excellence Signal
