run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-032,Entitlement / Permitting,Other / Unknown,Apartment,Unknown,Unknown,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2025,in 2025,Immediate / 0-3 Months,78,High,Entitlement / Permitting; permitting,Shorter Apartment Construction Time in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/09/shorter-apartment-construction-time-in-2025/,"Track entitlement, zoning, permitting, and public-agency milestones",Weekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-006,Acquisition Window,California,Affordable Housing,Marcus & Millichap,Unknown,Acquisition - California - Marcus & Millichap Arranges $8.6M Sale of Tremont Street Apartments on California’s Santa...,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Marcus & Millichap Arranges $8.6M Sale of Tremont Street Apartments on California’s Santa Catalina Island,REBusiness Online,https://rebusinessonline.com/marcus-millichap-arranges-8-6m-sale-of-tremont-street-apartments-on-californias-santa-catalina-island/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-010,Acquisition Window,California,Apartment,Marcus & Millichap,Unknown,Acquisition - California - MMCC Arranges Financing for Orange Multifamily Acquisition,No explicit timing reference,Unknown Timing,73,Medium,Acquisition Window,MMCC Arranges Financing for Orange Multifamily Acquisition,Connect CRE Orange County,https://www.connectcre.com/stories/mmcc-arranges-financing-for-orange-multifamily-acquisition/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-012,Acquisition Window,California,Multifamily,Standard Real Estate Investments,Unknown,"Acquisition - California - TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,"TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",Multifamily Dive,https://www.multifamilydive.com/news/multifamily-transactions-value-add-apartment-deals/830939/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-007,Refinancing / Maturity Window,Miami / Florida,Apartment,Berkadia,Berkadia,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Connect CRE South Florida,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-008,Refinancing / Maturity Window,New York City / New York,Affordable Housing,Walker & Dunlop,Freddie Mac,Refinancing - New York City / New York - Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Walker & Dunlop Arranges $86M Refi for Flushing Affordable Quartet,Connect CRE Apartments,https://www.connectcre.com/stories/walker-dunlop-arranges-86m-refi-for-flushing-affordable-quartet/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-011,Refinancing / Maturity Window,Texas,Apartment,Greystone,Unknown,Refinancing - Texas - Dwight Investment Management Provides $42M Refi for College Station Apartments,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Dwight Investment Management Provides $42M Refi for College Station Apartments,Commercial Observer,https://commercialobserver.com/2026/09/college-station-apartments-texas-a-m/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-001,Acquisition Window,California,Apartment,Freddie Mac,Freddie Mac,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,No explicit timing reference,Unknown Timing,70,Medium,Acquisition Window,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Connect CRE Orange County,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-035,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-005,Acquisition Window,Connecticut,Workforce Housing,JLL,JLL,"Acquisition - Connecticut - JLL Negotiates $27M Sale of Apartment Complex in Haddam, Connecticut",No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,"JLL Negotiates $27M Sale of Apartment Complex in Haddam, Connecticut",REBusiness Online,https://rebusinessonline.com/jll-negotiates-27m-sale-of-apartment-complex-in-haddam-connecticut/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-23,20260923-011704-dd921d8d,TIM-20260923-004,Acquisition Window,Denver / Colorado,Apartment,CBRE,CBRE,"Acquisition - Denver / Colorado - FPA Multifamily Acquires 237-Unit, Three-Building Apartment Portfolio in Denver",No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,"FPA Multifamily Acquires 237-Unit, Three-Building Apartment Portfolio in Denver",REBusiness Online,https://rebusinessonline.com/fpa-multifamily-acquires-237-unit-three-building-apartment-portfolio-in-denver/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
