run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-06-25,20260625-001447-86f3a02e,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Multifamily,Dallas / Texas; Sun Belt,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,99.3,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,100,Track capital deployment and pricing signals
2026-06-25,20260625-001447-86f3a02e,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Other / Unknown; Seattle; Texas,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,5,100,79.6,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-25,20260625-001447-86f3a02e,JLL,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,California; New York; Texas,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,78.7,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-25,20260625-001447-86f3a02e,Holland Partner Group,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Los Angeles / California,Regional / California / LA Sources,Other,entitlement; JV / partnership; operational technology / AI adoption,1,100,100.0,Development Capital Deployment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-06-25,20260625-001447-86f3a02e,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Regional / California / LA Sources,Other,acquisition; disposition / exit; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,99,Review California / LA capital and developer activity
2026-06-25,20260625-001447-86f3a02e,Quarterra,Tier 3 / Growth and Market Signal Watch,50,Apartment,Riverside / California,Site / Parcel Source Expansion,Other,JV / partnership; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-06-25,20260625-001447-86f3a02e,BWE,Tier 3 / Growth and Market Signal Watch,50,Apartment,National; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; capital raise,2,100,93.0,Capital Inflow,Capital Partner Tracking Signal,capital market sentiment indicator,Low,96,Track capital deployment and pricing signals
2026-06-25,20260625-001447-86f3a02e,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-25,20260625-001447-86f3a02e,PEF Advisors,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-25,20260625-001447-86f3a02e,Blackstone,Tier 1 / Immediate Strategic Importance,100,General Residential,San Francisco / California,Regional / California / LA Sources,Other,disposition / exit; capital raise; operational technology / AI adoption,1,64,64.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,92,Review California / LA capital and developer activity
