run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-006,California,Entitlement / Permitting - California - Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,45,65,Relevant to California entitlement monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,https://la.urbanize.city/post/affordable-housing-takes-shape-733-s-burlington-ave-westlake,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-001,Los Angeles,KTGY Dallas Celebrates Grand Opening at 1010 Waugh with Fairfield Residential in Houston,Fairfield Residential,Apartment,CEQA / Environmental Review,Under Review,65,35,54,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline",KTGY Dallas Celebrates Grand Opening at 1010 Waugh with Fairfield Residential in Houston,https://yieldpro.com/2026/06/1010-waugh/,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-002,Los Angeles,BWE Secures $37M in Bridge Financing for Premier Kalamazoo Mixed-Use Property,BWE,Mixed-Use Residential,CEQA / Environmental Review,Under Review,65,35,54,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline",BWE Secures $37M in Bridge Financing for Premier Kalamazoo Mixed-Use Property,https://yieldpro.com/2026/06/the-exchange-kalamazoo/,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-003,Los Angeles,What Today’s Renters Want From Their Property Managers,Unknown,Multifamily,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",What Today’s Renters Want From Their Property Managers,https://www.multifamilyexecutive.com/sponsored/what-todays-renters-want-their-property-managers,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-005,Los Angeles,"Cityview, Stockbridge Cut Ribbon on Gardena Multifamily",Unknown,Apartment,Density Bonus / TOC,Unknown Stage,28,48,49,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"Cityview, Stockbridge Cut Ribbon on Gardena Multifamily",https://www.connectcre.com/stories/cityview-stockbridge-cut-ribbon-on-gardena-multifamily/,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-004,Unknown,Entitlement / Permitting - Other / Unknown - Michigan Strategic Fund Approves $270.7M Plan for Redevelopment of Former Lakeside Mall,Unknown,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Michigan Strategic Fund Approves $270.7M Plan for Redevelopment of Former Lakeside Mall,https://rebusinessonline.com/michigan-strategic-fund-approves-270-7m-plan-for-redevelopment-of-former-lakeside-mall/,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-007,Dallas,Office-to-Residential Conversion - Dallas / Texas - Hunt Capital Partners Launches $125M Dallas Adaptive Reuse Venture,Unknown,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Hunt Capital Partners Launches $125M Dallas Adaptive Reuse Venture,https://yieldpro.com/2026/06/805-elm-street/,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-008,Los Angeles / California,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,https://la.urbanize.city/post/adaptive-reuse-project-gets-colorful-new-exterior-3325-wilshire-blvd-koreatown,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-010,San Francisco,"Office-to-Residential Conversion - San Francisco / California - Meeting Tomorrow At 906 Clement Street, San Francisco",Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent","Meeting Tomorrow At 906 Clement Street, San Francisco",https://sfyimby.com/2026/06/meeting-tomorrow-at-906-clement-street-san-francisco.html,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-011,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-009,San Francisco,"Office-to-Residential Conversion - San Francisco / California - Retail-to-Housing Conversion Proposed At 145 Bosworth Street, San Francisco",Unknown,Apartment,Office-to-Residential Conversion,Early Planning,20,42,45,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent","Retail-to-Housing Conversion Proposed At 145 Bosworth Street, San Francisco",https://sfyimby.com/2026/06/retail-to-housing-conversion-proposed-at-145-bosworth-street-san-francisco.html,Low
2026-06-25,20260625-001447-86f3a02e,LAW-20260625-012,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Holland Partner Group,Affordable Housing,Entitlement Approval,Unknown Stage,28,35,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,Low
