run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-6776E3DF59,DCL-20260625-001,100,Construction Financing - New York - JLL Arranges $26M in Construction Financing for Buffalo Mixed-Use Project,Construction Financing - Construction Financing - New York - JLL Arranges $26M in Construction Financing for Buffalo Mixed-Use Project,Construction Financing - JLL - JLL - New York,Construction Financing,New York,Mixed-Use Residential,JLL,JLL,61 apartments,$26M; $26M; $26 million,$26M,1,1,1,REBusiness Online,JLL Arranges $26M in Construction Financing for Buffalo Mixed-Use Project,New York,95
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-C21578D85A,DCL-20260625-007,90,"Acquisition - Other / Unknown - CBRE Brokers $7.1M Sale of Bayside Townhomes in Kenosha, Wisconsin","Acquisition - Acquisition - Other / Unknown - CBRE Brokers $7.1M Sale of Bayside Townhomes in Kenosha, Wisconsin",Acquisition - CBRE - Other / Unknown,Acquisition,Other / Unknown,Multifamily,CBRE,CBRE,32 units,$7.1M; $7.1M; $7.1 million,,1,1,1,REBusiness Online,"CBRE Brokers $7.1M Sale of Bayside Townhomes in Kenosha, Wisconsin",Other / Unknown,81
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-3E9E810967,DCL-20260625-006,90,Acquisition - Houston / Texas - Lument Provides $14.4M Agency Acquisition Loan for Northwest Houston Multifamily Property,Acquisition - Acquisition - Houston / Texas - Lument Provides $14.4M Agency Acquisition Loan for Northwest Houston Multifamily Property,Acquisition - Fannie Mae - Houston / Texas,Acquisition,Houston / Texas,Multifamily,Fannie Mae,Fannie Mae,,$14.4M; $14.4M; $14.4 million,$14.4M,1,1,1,REBusiness Online,Lument Provides $14.4M Agency Acquisition Loan for Northwest Houston Multifamily Property,Houston / Texas,83
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-BB73BB97D4,DCL-20260625-002,90,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - CBRE - California,Disposition / Exit,California,Apartment,CBRE,CBRE,,$8.12; $8.12,,1,1,1,Connect CRE Orange County,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,89
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-5508FCE9F0,DCL-20260625-011,90,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - CBRE - California,Disposition / Exit,California,General Residential,CBRE,CBRE,,$11 million; $1; $11 million,,1,1,1,Connect CRE Orange County,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,74
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-C431C120A0,DCL-20260625-008,90,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - JLL - California,General Project Signal,California,Senior Housing,JLL,JLL,,$252M; $252M; $252.1 million,$252M,1,1,1,Connect CRE Orange County,JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,78
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-49AC847C6B,DCL-20260625-004,90,Refinancing - Seattle - Mesa West Provides $83M Refi for 352-Unit Seattle-Area Multifamily Complex,Refinancing - Refinancing - Seattle - Mesa West Provides $83M Refi for 352-Unit Seattle-Area Multifamily Complex,Refinancing - CBRE - CBRE - Seattle,Refinancing,Seattle,Apartment,CBRE,CBRE,,$83M; $83M; $82.5 million,$82.5 million,1,1,1,Commercial Observer,Mesa West Provides $83M Refi for 352-Unit Seattle-Area Multifamily Complex,Seattle,85
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-D9CA4E6359,DCL-20260625-005,90,Refinancing - Dallas / Texas - Harbor Group Lands $124.6M Refi on Las Colinas Mixed-Use Venture,Refinancing - Refinancing - Dallas / Texas - Harbor Group Lands $124.6M Refi on Las Colinas Mixed-Use Venture,Refinancing - Harbor Group International - Berkadia - Los Angeles,Refinancing,Dallas / Texas,Mixed-Use Residential,Harbor Group International,Berkadia,,$124.6M; $124.6M; $124.6 million,$124.6M,1,1,1,Connect CRE Texas,Harbor Group Lands $124.6M Refi on Las Colinas Mixed-Use Venture,Dallas / Texas,84
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-AC0ECCC22E,DCL-20260625-010,80,"Acquisition - Sun Belt - Berkadia Arranges Sale of 202-Unit Apartment Community in Boiling Springs, South Carolina","Acquisition - Acquisition - Sun Belt - Berkadia Arranges Sale of 202-Unit Apartment Community in Boiling Springs, South Carolina",Acquisition - Berkadia - Sun Belt,Acquisition,Sun Belt,Apartment,Berkadia,Berkadia,,,,1,1,1,REBusiness Online,"Berkadia Arranges Sale of 202-Unit Apartment Community in Boiling Springs, South Carolina",Sun Belt,75
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-78336DE193,DCL-20260625-035,80,"Acquisition - Texas - CBRE Arranges Acquisition Financing for 353,000 SF Retail Property in San Antonio","Acquisition - Acquisition - Texas - CBRE Arranges Acquisition Financing for 353,000 SF Retail Property in San Antonio",Acquisition - JLL - Texas,Acquisition,Texas,General Residential,JLL,JLL,,,,1,1,1,REBusiness Online,"CBRE Arranges Acquisition Financing for 353,000 SF Retail Property in San Antonio",Texas,58
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-0C62D38C35,DCL-20260625-003,80,Acquisition - California - Livermore Portfolio Deal Finalized with Sale of Briarwood Apartments,Acquisition - Acquisition - California - Livermore Portfolio Deal Finalized with Sale of Briarwood Apartments,Acquisition - Marcus & Millichap - California,Acquisition,California,Apartment,Marcus & Millichap,Unknown,,$19.75 million; $19.75 million; $13.3 million,$19.75 million,1,1,1,Connect CRE California,Livermore Portfolio Deal Finalized with Sale of Briarwood Apartments,California,85
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-665EE0186F,DCL-20260625-015,80,"Construction Financing - New York City / New York - Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street","Construction Financing - Construction Financing - New York City / New York - Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",Construction Financing - Affinius Capital - New York,Construction Financing,New York City / New York,Mixed-Use Residential,Affinius Capital,Unknown,,$785M; $785M; $785m,$785M,1,1,1,Commercial Observer,"Apollo, Affinius Capital, RXR Invest $785M in Debt and Equity to Build 175 Third Street",New York City / New York,72
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-6310676900,DCL-20260625-013,80,Construction Financing - New York City / New York - Capital One Provides $96M Letter of Credit for Far Rockaway Affordable Housing Project,Construction Financing - Construction Financing - New York City / New York - Capital One Provides $96M Letter of Credit for Far Rockaway Affordable Housing Project,Construction Financing - Tishman Speyer - New York,Construction Financing,New York City / New York,Affordable Housing,Tishman Speyer,Unknown,,$96M; $96M; $214 million,$96M,1,1,1,Commercial Observer,Capital One Provides $96M Letter of Credit for Far Rockaway Affordable Housing Project,New York City / New York,73
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-02E9C5C1F3,DCL-20260625-018,80,Disposition / Exit - Sun Belt - Berkadia Completes Sale of Multifamily Property in Boiling Springs South Carolina,Disposition / Exit - Disposition / Exit - Sun Belt - Berkadia Completes Sale of Multifamily Property in Boiling Springs South Carolina,Disposition / Exit - Berkadia - Sun Belt,Disposition / Exit,Sun Belt,Multifamily,Berkadia,Berkadia,,,,1,1,1,Yield PRO,Berkadia Completes Sale of Multifamily Property in Boiling Springs South Carolina,Sun Belt,71
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-CA9F1C80AB,DCL-20260625-022,80,Disposition / Exit - San Francisco / California - Sunstone Hotel Trades San Francisco Property to Blackstone for $279M,Disposition / Exit - Disposition / Exit - San Francisco / California - Sunstone Hotel Trades San Francisco Property to Blackstone for $279M,Disposition / Exit - Blackstone - California,Disposition / Exit,San Francisco / California,General Residential,Blackstone,Unknown,,$279M; $279M; $279 million,,1,1,1,Connect CRE California,Sunstone Hotel Trades San Francisco Property to Blackstone for $279M,San Francisco / California,68
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-F14D12988C,DCL-20260625-017,80,Disposition / Exit - Phoenix / Arizona - Wood Partners Sells Gilbert Apartments for $81.6M,Disposition / Exit - Disposition / Exit - Phoenix / Arizona - Wood Partners Sells Gilbert Apartments for $81.6M,Disposition / Exit - Wood Partners - Sun Belt,Disposition / Exit,Phoenix / Arizona,Apartment,Wood Partners,Unknown,,$81.6M; $81.6M; $81.6 million,,1,1,1,Connect CRE Phoenix,Wood Partners Sells Gilbert Apartments for $81.6M,Phoenix / Arizona,72
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,DFP-7592A101DC,DCL-20260625-009,80,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Entitlement / Permitting - Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Entitlement / Permitting - Holland Partner Group - Los Angeles,Entitlement / Permitting,Los Angeles / California,Affordable Housing,Holland Partner Group,Unknown,166 apartments,,,1,1,1,Urbanize LA,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Los Angeles / California,77
