run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-007,Dallas / Texas,Los Angeles,Apartment,Fairfield Residential,KTGY Dallas Celebrates Grand Opening at 1010 Waugh with Fairfield Residential in Houston,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,No explicit timing reference,65,35,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",KTGY Dallas Celebrates Grand Opening at 1010 Waugh with Fairfield Residential in Houston,Yield PRO,https://yieldpro.com/2026/06/1010-waugh/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-004,National,Los Angeles,Mixed-Use Residential,BWE,BWE Secures $37M in Bridge Financing for Premier Kalamazoo Mixed-Use Property,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,No explicit timing reference,65,35,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",BWE Secures $37M in Bridge Financing for Premier Kalamazoo Mixed-Use Property,Yield PRO,https://yieldpro.com/2026/06/the-exchange-kalamazoo/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-005,Other / Unknown,Los Angeles,Multifamily,Unknown,What Today’s Renters Want From Their Property Managers,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",What Today’s Renters Want From Their Property Managers,Multifamily Executive,https://www.multifamilyexecutive.com/sponsored/what-todays-renters-want-their-property-managers,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-017,Other / Unknown,Unknown,Mixed-Use Residential,Unknown,Entitlement / Permitting - Other / Unknown - Michigan Strategic Fund Approves $270.7M Plan for Redevelopment of Former Lakeside Mall,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Michigan Strategic Fund Approves $270.7M Plan for Redevelopment of Former Lakeside Mall,REBusiness Online,https://rebusinessonline.com/michigan-strategic-fund-approves-270-7m-plan-for-redevelopment-of-former-lakeside-mall/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-006,Los Angeles / California,Los Angeles,Apartment,Unknown,"Cityview, Stockbridge Cut Ribbon on Gardena Multifamily",Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,2026,28,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,"Cityview, Stockbridge Cut Ribbon on Gardena Multifamily",Connect CRE California,https://www.connectcre.com/stories/cityview-stockbridge-cut-ribbon-on-gardena-multifamily/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-001,New York City / New York,Other / Unknown,Office-to-Residential Conversion,S3 Capital,S3 Capital Lends $102M for Hell’s Kitchen Office-to-Resi Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,2026,28,47,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",S3 Capital Lends $102M for Hell’s Kitchen Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/06/s3-capital-manhattan-office-to-resi-conversion/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-009,California,California,Affordable Housing,Unknown,Entitlement / Permitting - California - Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Affordable housing takes shape at 733 S. Burlington Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-733-s-burlington-ave-westlake,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-012,Dallas / Texas,Dallas,Affordable Housing,Unknown,Office-to-Residential Conversion - Dallas / Texas - Hunt Capital Partners Launches $125M Dallas Adaptive Reuse Venture,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Hunt Capital Partners Launches $125M Dallas Adaptive Reuse Venture,Yield PRO,https://yieldpro.com/2026/06/805-elm-street/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-010,Los Angeles / California,Los Angeles / California,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-project-gets-colorful-new-exterior-3325-wilshire-blvd-koreatown,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-013,New York City / New York,Manhattan,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - New York City / New York - S3 Capital Makes Its First Residential Conversion Loan on Midtown Project,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",S3 Capital Makes Its First Residential Conversion Loan on Midtown Project,Connect CRE Apartments,https://www.connectcre.com/stories/s3-capital-makes-its-first-residential-conversion-loan-on-midtown-project/,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-015,San Francisco / California,San Francisco,Apartment,Unknown,"Office-to-Residential Conversion - San Francisco / California - Retail-to-Housing Conversion Proposed At 145 Bosworth Street, San Francisco",Office-to-Residential Conversion,Early Planning,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,20,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Retail-to-Housing Conversion Proposed At 145 Bosworth Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/06/retail-to-housing-conversion-proposed-at-145-bosworth-street-san-francisco.html,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-016,San Francisco / California,San Francisco,Apartment,Unknown,"Office-to-Residential Conversion - San Francisco / California - Meeting Tomorrow At 906 Clement Street, San Francisco",Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity","Meeting Tomorrow At 906 Clement Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/06/meeting-tomorrow-at-906-clement-street-san-francisco.html,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-011,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing under constructiona t 1740 N. Wilton Place in Hollywood,Urbanize LA,https://la.urbanize.city/post/affordable-housing-under-constructiona-t-1740-n-wilton-place-hollywood,Low
2026-06-25,20260625-001447-86f3a02e,ENT-20260625-008,Los Angeles / California,Los Angeles / California,Affordable Housing,Holland Partner Group,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,35,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Urbanize LA,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,Low
