run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Apartment,29,20,11,21,87.8,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Affordable Housing,13,10,8,12,91.2,Los Angeles / California,Developer Strategy,Holland Partner Group,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Multifamily,16,5,4,9,71.5,Other / Unknown,Institutional Flow,Fannie Mae,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Office-to-Residential Conversion,3,3,1,3,100.0,New York City / New York,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,BTR / Single-Family Rental,1,1,1,1,100.0,Santa Monica / California,Financing Risk,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Student Housing,1,1,0,0,75.0,National,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Mixed-Use Residential,9,5,3,8,72.9,National,Developer Strategy,JLL,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Senior Housing,3,1,1,2,80.7,Sun Belt,Developer Strategy,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,General Residential,5,0,3,5,57.4,California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-25,20260625-001447-86f3a02e,2026-06-25 00:14:47,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
