run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0060,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,100,DST-20260830-003,DFP-DE4934F3DE,DCL-20260830-003,refinancing stress,California,Affordable Housing,Greystone,Fannie Mae,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,80,Critical Distress Watch,Refinancing; refinancing,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0074,Refinancing - Georgia - CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgi...,100,DST-20260830-007,DFP-FC523B1F79,DCL-20260830-007,refinancing stress,Georgia,Apartment,JLL,JLL,Refinancing - Georgia - CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgi...,66,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",CP Capital Acquires 200-Unit Garden-Style Multifamily Apartment Community in Athens Georgia,https://yieldpro.com/2026/08/ascent-athens/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0141,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,100,DST-20260830-005,DFP-2AE4DD793E,DCL-20260830-005,construction loan gap,Phoenix / Arizona,Apartment,Berkadia,Berkadia,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,64,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,https://www.connectcre.com/stories/princeton-developer-obtains-financing-for-phase-iii-of-374-unit-rental-community/,Low
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0083,Refinancing - Los Angeles / California - Bascom Refinances Historic Apartments in Los Angeles Westlake District,100,DST-20260830-012,DFP-F64ED00C40,DCL-20260830-012,refinancing stress,Los Angeles / California,Apartment,Bascom Group,Unknown,Refinancing - Los Angeles / California - Bascom Refinances Historic Apartments in Los Angeles Westlake District,64,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Bascom Refinances Historic Apartments in Los Angeles Westlake District,https://yieldpro.com/2026/08/the-historic-charleston/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0083,Refinancing - Los Angeles / California - Bascom Refinances Historic Apartments in Los Angeles Westlake District,100,DST-20260830-013,DFP-2BA04A1566,DCL-20260830-013,refinancing stress,Los Angeles / California,Apartment,Bascom Group,Unknown,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,64,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Bascom Refis Historic Apartments in LA’s Westlake District,https://www.connectcre.com/stories/bascom-refis-historic-apartments-in-las-westlake-district/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0133,"Refinancing - Other / Unknown - JLL Arranges $39M Loan for Refinancing of Active Adult Complex in Worcester, Massachusetts",100,DST-20260830-015,DFP-CA1A264338,DCL-20260830-015,refinancing stress,Other / Unknown,Senior Housing,JLL,JLL,"Refinancing - Other / Unknown - JLL Arranges $39M Loan for Refinancing of Active Adult Complex in Worcester, Massachusetts",64,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options","JLL Arranges $39M Loan for Refinancing of Active Adult Complex in Worcester, Massachusetts",https://rebusinessonline.com/jll-arranges-39m-loan-for-refinancing-of-active-adult-complex-in-worcester-massachusetts/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0156,Refinancing - San Francisco / California - Northmarq Arranges $23M Refinancing for Multifamily Property Align Apartments in Federal W...,80,DST-20260830-020,DFP-A51EA5339D,DCL-20260830-020,refinancing stress,San Francisco / California,Apartment,Unknown,northmarq,Refinancing - San Francisco / California - Northmarq Arranges $23M Refinancing for Multifamily Property Align Apartments in Federal W...,62,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Northmarq Arranges $23M Refinancing for Multifamily Property Align Apartments in Federal Way Washington,https://yieldpro.com/2026/08/align-apartments-2/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0101,Refinancing - Miami / Florida - Investor Team Scores $53.5M Refi on Doral Center Offices,100,DST-20260830-025,DFP-1D30DF7BD9,DCL-20260830-025,refinancing stress,Miami / Florida,General Residential,CBRE,CBRE,Refinancing - Miami / Florida - Investor Team Scores $53.5M Refi on Doral Center Offices,61,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Investor Team Scores $53.5M Refi on Doral Center Offices,https://www.connectcre.com/stories/investor-team-scores-53-5m-refi-on-doral-center-offices/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0076,Construction Financing - Houston / Texas - Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,80,DST-20260830-029,DFP-2CDD43BD7C,DCL-20260830-029,construction loan gap,Houston / Texas,Mixed-Use Residential,Unknown,Unknown,Construction Financing - Houston / Texas - Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,59,Monitor,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project,https://www.connectcre.com/stories/southern-land-co-inks-165-9m-construction-loan-for-upper-kirby-mixed-use-project/,Medium
2026-08-30,20260830-010641-8cf803c2,PRJ-20260830-0138,Construction Financing - Other / Unknown - Joint Venture Between Urby and Rockpoint Secures $277M for Multi Tower Multifamily Project...,80,DST-20260830-037,DFP-9979D8C0D0,DCL-20260830-037,refinancing stress,Other / Unknown,Apartment,Unknown,Unknown,Refinancing - Other / Unknown - Knighthead Funding Refis Chicago-Area Apartments With $32M Loan,57,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Knighthead Funding Refis Chicago-Area Apartments With $32M Loan,https://commercialobserver.com/2026/08/knighthead-chicago-area-apartments/,Medium
