run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Apartment,43,31,17,32,84.6,Other / Unknown,Developer Strategy,IPA,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Affordable Housing,9,8,5,8,92.0,California,Developer Strategy,Greystone,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Multifamily,17,6,7,12,68.1,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Student Housing,1,1,1,1,100.0,Miami / Florida,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Senior Housing,3,3,2,3,96.7,Other / Unknown,Financing Risk,Alliance Residential,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Mixed-Use Residential,3,3,0,2,82.3,Houston / Texas,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,General Residential,4,0,2,4,55.5,Los Angeles / California,Developer Strategy,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-30,20260830-010641-8cf803c2,2026-08-30 01:06:41,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
