run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0052,Acquisition - California - Eagle Real Estate Partners and The Vistria Group Acquire 402-Unit Orange County Apartment...,California,California,Apartment,Unknown,2026-07-09,2026-07-09,16,7,Refinancing / Recapitalization; Site Acquisition / Site Control; Early Site Signal,Refinancing / Recapitalization,86,66,0,0,7,1,0,Persistent Same Stage,Medium Stall Risk,91,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0172,Construction Financing - Miami / Florida - Kolter and Rockpoint Land $108M Loan for Palm Beach Gardens Rental,Unknown,South Florida,Multifamily,PNC Bank,2026-07-09,2026-07-09,5,5,Site Acquisition / Site Control,Site Acquisition / Site Control,97,39,0,5,5,0,0,Newly Detected,Low Stall Risk,90,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0049,General Project Signal - California - Northmarq Secures Fannie Mae DUS Financing for National City Apartments,California,California,Apartment,Fannie Mae,2026-07-09,2026-07-09,11,9,Unknown Stage,Unknown Stage,100,32,0,0,11,0,3,Unknown,Low Stall Risk,90,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0170,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Unknown,South Florida,Mixed-Use Residential,AvalonBay,2026-07-09,2026-07-09,5,5,Unknown Stage,Unknown Stage,100,26,5,0,0,0,0,Newly Detected,Low Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0089,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison partner on 4K affordable units in LA",California,Los Angeles,Apartment,Kennedy Wilson,2026-07-09,2026-07-09,8,8,Unknown Stage,Unknown Stage,91,36,2,0,0,0,0,Newly Detected,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0087,Acquisition - Los Angeles / California - How Alliance Residential secured 2K apartments in 6 months,California,Los Angeles,Apartment,Alliance Residential,2026-07-09,2026-07-09,6,6,Unknown Stage,Unknown Stage,86,25,0,0,0,0,0,Newly Detected,Low Stall Risk,85,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0065,"Acquisition - Dallas / Texas - MG Properties Buys 458-Unit Apartment Community in Richardson, Texas",Unknown,Dallas,Apartment,Unknown,2026-07-09,2026-07-09,9,3,Delivery / Opening; Vertical Construction; Unknown Stage,Delivery / Opening,82,33,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,82,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0067,Disposition / Exit - Dallas / Texas - Marcus & Millichap Brokers 316-Unit Multifamily Sale in Fort Worth,Unknown,Fort Worth,Multifamily,Marcus & Millichap,2026-07-09,2026-07-09,5,5,Unknown Stage,Unknown Stage,79,22,0,0,0,0,0,Newly Detected,Unknown,82,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0063,"Acquisition - Dallas / Texas - MG Properties Buys 458-Unit Apartment Community in Richardson, Texas",Dallas / Texas,Dallas,Apartment,Unknown,2026-07-09,2026-07-09,8,4,Delivery / Opening; Site Acquisition / Site Control,Delivery / Opening,70,33,0,0,0,0,0,Mature / Operating,Low Stall Risk,81,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0094,Disposition / Exit - Los Angeles / California - Affordable for-sale housing proposed at 9019 Long Beach Blvd. in South Gate,California,Los Angeles,Apartment,Unknown,2026-07-09,2026-07-09,10,3,Unknown Stage; Early Site Signal; Unknown Stage; Unknown Stage,Unknown Stage,73,38,0,0,0,0,0,Unknown,Low Stall Risk,80,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0090,Disposition / Exit - Dallas / Texas - Marcus & Millichap Brokers 316-Unit Multifamily Sale in Fort Worth,California,Los Angeles,General Residential,Marcus & Millichap,2026-07-09,2026-07-09,7,6,Unknown Stage,Unknown Stage,75,17,0,0,0,0,0,Newly Detected,Unknown,80,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-07-09,20260709-001033-8807486d,PRJ-20260709-0096,Disposition / Exit - Los Angeles / California - Affordable for-sale housing proposed at 9019 Long Beach Blvd. in South Gate,Los Angeles / California,Los Angeles,Mixed-Use Residential,Unknown,2026-07-09,2026-07-09,14,5,Site Acquisition / Site Control; Site Acquisition / Site Control; Unknown Stage; Unknown Stage,Site Acquisition / Site Control,54,36,1,0,0,0,0,Persistent Same Stage,Low Stall Risk,77,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
