run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,California,Apartment,20,15,7,87.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Los Angeles,Affordable Housing,11,8,4,87.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,National / Other,Multifamily,25,11,4,72.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Florida,Apartment,11,9,8,85.8,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Texas,Apartment,7,5,3,74.7,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Arizona,Apartment,5,4,4,91.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Phoenix,Apartment,5,4,4,91.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,New York,Multifamily,4,4,1,83.5,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Dallas,Apartment,5,3,2,74.0,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Southeast,Mixed-Use Residential,3,2,2,76.7,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-07-09,20260709-001033-8807486d,2026-07-09 00:10:33,Sun Belt,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
