run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-001,DFP-38DEE0D2A8,2,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,96,80,1,1,0,0,Yes,Construction Financing Gap,,California,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-017,DFP-920342F693,2,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",88,72,1,1,0,0,Yes,Recapitalization Opportunity,,California,Affordable Housing
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-003,DFP-4E881B8C81,2,Berkadia Secures $82.1M Loan to Refinance Class A Multifamily Asset in Sarasota County Florida,Berkadia Secures $82.1M Loan to Refinance Class A Multifamily Asset in Sarasota County Florida,88,66,1,1,0,0,Yes,Refinancing Gap,,Sarasota / Florida,Multifamily
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-026,DFP-A9A85262D5,2,PEF Advisors with Freestone Capital Form Joint Venture to Recapitalize Affordable Housing Properties,PEF Advisors with Freestone Capital Form Joint Venture to Recapitalize Affordable Housing Properties,87,70,1,1,0,0,Yes,Recapitalization Opportunity,,California,Affordable Housing
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-013,DFP-AC020A2D7E,2,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,86,63,1,1,0,0,Yes,GP Capability Partnership Opportunity,,Miami / Florida,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-007,DFP-8B5EACB34C,2,Basis Investment Group Secures $43M Refinancing for Newly Built Philadelphia MF,Basis Investment Group Secures $43M Refinancing for Newly Built Philadelphia MF,83,63,1,1,0,0,Yes,Refinancing Gap,,Washington DC,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-024,DFP-BDCE05BA80,2,Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables and Announces New Partner,Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables and Announces New Partner,79,59,1,1,0,0,Yes,Refinancing Gap,,Miami / Florida,Mixed-Use Residential
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-020,DFP-E32E8A9E2D,2,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,63,59,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-028,DFP-7C9E78AAF2,2,S3 Capital Provides $132M Loan for Washington Heights Student Housing,S3 Capital Provides $132M Loan for Washington Heights Student Housing,59,55,1,1,0,0,Yes,Construction Financing Gap,,New York,Student Housing
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-051,DFP-7277C0303C,2,Georgia Tech Student Housing Investors Ink Refi,Georgia Tech Student Housing Investors Ink Refi,57,52,1,1,0,0,Yes,Refinancing Gap,,Atlanta / Georgia,Student Housing
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-006,DFP-C431C120A0,1,JLL Arranges $252M Financing for Huntington Beach Seniors Project,JLL Arranges $252M Financing for Huntington Beach Seniors Project,88,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Senior Housing
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-009,DFP-618AB81318,1,Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,88,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,General Residential
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-005,DFP-18B9A230B9,1,Eaton Vance Picks Charlotte Rental Community for $65.8M,Eaton Vance Picks Charlotte Rental Community for $65.8M,87,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Atlanta / Georgia,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-002,DFP-B8734B3C2D,1,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California","PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",86,0,1,0,0,0,No,JV / Partnership Gap,,Riverside / California,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-008,DFP-021BBBDEC4,1,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex","PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",84,0,1,0,0,0,No,JV / Partnership Gap,,Riverside / California,Apartment
2026-06-02,20260602-021112-26633af2,2026-06-02 02:11:12,DCL-20260602-004,DFP-7D7B7EBE4D,1,Charlotte Apartment Project Fetches $107M,Charlotte Apartment Project Fetches $107M,83,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Atlanta / Georgia,Apartment
