run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Los Angeles,10,5,7,2,0,3,Affordable Housing,Office-to-Residential Conversion,Downtown infill; Office conversion corridor,Unknown,"150 apartments debut at 549 S. Harvard Blvd. in Koreatown; 80 homes coming to 824 S. Gladys Ave. in San Gabriel; BHI Lends $170M on Third Avenue Office-to-Resi Conversion; Disposition / Exit - Los Angeles / California - Covina Apartments Trade on In-Place Cash Flow, Rental Upside; Disposition / Exit - Los Angeles / California - Palmdale Chipotle Sale Sets Cap Rate Benchmark",100,55,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Santa Monica,3,3,2,2,0,1,Apartment,Entitlement Approval,General submarket monitoring,Unknown,"Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; Entitlement / Permitting - Santa Monica / California - Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica; JV / Partnership - Santa Monica / California - RAND reviews ULA impacts, Mayor's race focuses on housing, and more; New plan unveiled for West Hollywood's Melrose Triangle development; RAND reviews ULA impacts, Mayor's race focuses on housing, and more",100,40,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Riverside,2,2,0,2,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"JV / Partnership - Riverside / California - PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California; JV / Partnership - Riverside / California - PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex; PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California; PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",93,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,High
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Hollywood,2,2,1,1,0,1,Apartment,Entitlement Approval,Transit-oriented development,Unknown,Disposition / Exit - Los Angeles / California - Metro breaks ground on North Hollywood - Pasadena BRT line; Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; Metro breaks ground on North Hollywood - Pasadena BRT line; New plan unveiled for West Hollywood's Melrose Triangle development,76,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Santa Ana,1,1,0,1,1,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,74,59,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Venice,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - Venice Dell affordable housing project notches legal win; Venice Dell affordable housing project notches legal win,69,52,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Koreatown,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,150 apartments debut at 549 S. Harvard Blvd. in Koreatown; Entitlement / Permitting - Los Angeles / California - 150 apartments debut at 549 S. Harvard Blvd. in Koreatown,69,40,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,West Hollywood,1,1,1,1,0,1,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; New plan unveiled for West Hollywood's Melrose Triangle development,68,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Medium
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,California,0,5,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,"Acquisition - California - Adam Neumann’s Flow Makes First West Coast Acquisition; Disposition / Exit - California - Carlsbad Lifestyle Center Fetches $91M in Sale to 11North; General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project; Recapitalization - California - PEF Advisors with Freestone Capital Form Joint Venture to Recapitalize Affordable Housing...; Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",40,20,No,Monitor only,Monitor only,Low
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Orange County,4,1,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,General submarket monitoring,Unknown,"80 homes coming to 824 S. Gladys Ave. in San Gabriel; Entitlement / Permitting - California - 80 homes coming to 824 S. Gladys Ave. in San Gabriel; JLL Arranges $252M Financing for Huntington Beach Seniors Project; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",20,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Pasadena,1,1,0,0,0,0,General Residential,General Entitlement Signal,Transit-oriented development,Unknown,Disposition / Exit - Los Angeles / California - Metro breaks ground on North Hollywood - Pasadena BRT line; Metro breaks ground on North Hollywood - Pasadena BRT line,20,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Burbank,1,0,0,0,0,0,General Residential,General Entitlement Signal,Transit-oriented development,Unknown,Metro breaks ground on North Hollywood - Pasadena BRT line,12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-06-02,20260602-010310-89150adf,2026-06-02 01:03:10,Inland Empire,1,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
