run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-012,City Council upholds approval of mixed-use project at 1410 Main St. in Venice,1410 Main St,Los Angeles,,Affordable Housing,Under planning review,Unknown,Entitlement Play,Land / parcel referenced,Entitlement / Planning,100,56,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",City Council upholds approval of mixed-use project at 1410 Main St. in Venice,https://la.urbanize.city/post/city-council-upholds-approval-mixed-use-project-1410-main-st-venice,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-001,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,L.A.,Los Angeles,Kennedy Wilson,Affordable Housing,Unknown,Unknown,Office-to-Residential Conversion,Unknown site control,Unknown,100,36,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,New details for plans to convert L.A. World Trade center into affordable housing,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,High
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-005,Entitlement / Permitting - Beverly Hills / California - 23 homes slated for 227 N. Swall Drive in Beverly Hills,227 N. Swall Drive,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",23 homes slated for 227 N. Swall Drive in Beverly Hills,https://la.urbanize.city/post/23-homes-slated-227-n-swall-drive-beverly-hills,High
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-006,Entitlement / Permitting - Los Angeles / California - City Council upholds approval of mixed-use project at 1410 Main St. in Venice,1410 Main St,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,34,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",City Council upholds approval of mixed-use project at 1410 Main St. in Venice,https://la.urbanize.city/post/city-council-upholds-approval-mixed-use-project-1410-main-st-venice,High
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-007,General Project Signal - Los Angeles / California - Mixed-use affordable housing slated for 9700 W. Venice Blvd. in Palms,9700 W. Venice Blvd,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,100,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",Mixed-use affordable housing slated for 9700 W. Venice Blvd. in Palms,https://la.urbanize.city/post/mixed-use-affordable-housing-slated-9700-w-venice-blvd-palms,High
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-002,General Project Signal - California - Northmarq Secures Fannie Mae DUS Financing for National City Apartments,California,Los Angeles,Fannie Mae,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,32,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites",Northmarq Secures Fannie Mae DUS Financing for National City Apartments,https://www.connectcre.com/stories/northmarq-secures-fannie-mae-dus-financing-for-national-city-apartments/,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-003,Entitlement / Permitting - Santa Monica / California - Fresh renderings for mixed-use project at 2716 Ocean Park Blvd. in Santa Monica,2716 Ocean Park Blvd,Los Angeles,High Street Residential,Mixed-Use Residential,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,26,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement",Fresh renderings for mixed-use project at 2716 Ocean Park Blvd. in Santa Monica,https://la.urbanize.city/post/fresh-renderings-mixed-use-project-2716-ocean-park-blvd-santa-monica,High
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-004,"Acquisition - Dallas / Texas - IPA Arranges Sale of 250-Unit Alta Firewheel Apartments in Garland, Texas",Dallas,Los Angeles,Wood Partners,Apartment,Unknown,Unknown,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,100,18,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,"IPA Arranges Sale of 250-Unit Alta Firewheel Apartments in Garland, Texas",https://rebusinessonline.com/ipa-arranges-sale-of-250-unit-alta-firewheel-apartments-in-garland-texas/,High
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-008,"Acquisition - Atlanta / Georgia - Northmarq Arranges $25.5M Sale of Manufactured Housing Community in Duluth, Minnesota",Duluth,Los Angeles,Freddie Mac,Manufactured Housing,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,99,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,"Northmarq Arranges $25.5M Sale of Manufactured Housing Community in Duluth, Minnesota",https://rebusinessonline.com/northmarq-arranges-25-5m-sale-of-manufactured-housing-community-in-duluth-minnesota/,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-009,Refinancing - Other / Unknown - PCCP Provides $80M Loan for the Refinance of a 343-Unit Class A Apartment Property in Beth...,Unknown,Los Angeles,PCCP,Apartment,Unknown,Completed / opened,Refinancing / Recapitalization,Land / parcel referenced,Delivered / Lease-Up,94,32,High relevance to Woomi site strategy,Track site control precedent,"Track lender, maturity, owner, and recapitalization path",PCCP Provides $80M Loan for the Refinance of a 343-Unit Class A Apartment Property in Bethesda Maryland,https://yieldpro.com/2026/07/the-rae/,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-023,"Renderings Revealed for 230 Anza Street, San Francisco",230 Anza Street,Los Angeles,,Apartment,Zoning / rezoning signal,Unknown,Entitlement Play,Land / parcel referenced,Entitlement / Planning,92,31,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement","Renderings Revealed for 230 Anza Street, San Francisco",https://sfyimby.com/2026/07/renderings-revealed-for-230-anza-street-san-francisco.html,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-022,"Entitlement / Permitting - San Francisco / California - Renderings Revealed for 230 Anza Street, San Francisco",230 Anza Street,Los Angeles,Unknown,Apartment,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,92,29,High relevance to Woomi site strategy,Monitor entitlement path,"Track entitlement docket, density bonus use, and affordability requirement","Renderings Revealed for 230 Anza Street, San Francisco",https://sfyimby.com/2026/07/renderings-revealed-for-230-anza-street-san-francisco.html,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-010,Refinancing - California - Slatt Capital Arranges Life Company Loan for Novato Multifamily,California,Los Angeles,Unknown,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Existing asset refinance,Unknown,91,66,High relevance to Woomi site strategy,Review acquisition comparables,"Review parcel clue, entitlement path, sponsor, and comparable sites",Slatt Capital Arranges Life Company Loan for Novato Multifamily,https://www.connectcre.com/stories/slatt-capital-arranges-life-company-loan-for-novato-multifamily/,Low
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-011,Acquisition - Los Angeles / California - How Alliance Residential navigated the sales market to buy 2K apartments since December,Los Angeles,Los Angeles,Alliance Residential,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,91,25,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,How Alliance Residential navigated the sales market to buy 2K apartments since December,https://www.multifamilydive.com/news/alliance-residential-multifamily-investment-strategy/824616/,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-028,New details for plans to convert L.A. World Trade center into affordable housing,350 S. Figueroa Street,Los Angeles,,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,90,26,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",New details for plans to convert L.A. World Trade center into affordable housing,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-029,23 homes slated for 227 N. Swall Drive in Beverly Hills,227 N. Swall Drive,Los Angeles,,Affordable Housing,Unknown,Unknown,Entitlement Play,Land / parcel referenced,Site Search / Early Signal,90,18,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",23 homes slated for 227 N. Swall Drive in Beverly Hills,https://la.urbanize.city/post/23-homes-slated-227-n-swall-drive-beverly-hills,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-030,Mixed-use affordable housing slated for 9700 W. Venice Blvd. in Palms,9700 W. Venice Blvd,Los Angeles,,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Land / parcel referenced,Site Search / Early Signal,90,18,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",Mixed-use affordable housing slated for 9700 W. Venice Blvd. in Palms,https://la.urbanize.city/post/mixed-use-affordable-housing-slated-9700-w-venice-blvd-palms,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-013,Refinancing - Seattle - Gantry Secures $40M for Suburban Portland MF Assets,Seattle,Los Angeles,Unknown,Apartment,Unknown,Unknown,Refinancing / Recapitalization,Land / parcel referenced,Site Search / Early Signal,89,46,High relevance to Woomi site strategy,Track site control precedent,"Track lender, maturity, owner, and recapitalization path",Gantry Secures $40M for Suburban Portland MF Assets,https://www.connectcre.com/stories/gantry-secures-40m-for-suburban-portland-mf-assets/,Low
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-014,"General Project Signal - Santa Monica / California - SB 79 takes effect, Measure ULA to remain, and more",Santa Monica,Los Angeles,Unknown,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,89,34,High relevance to Woomi site strategy,Monitor only,Monitor asset for repeated local confirmation,"SB 79 takes effect, Measure ULA to remain, and more",https://la.urbanize.city/post/sb-79-takes-effect-measure-ula-remain-and-more,Low
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-015,Office-to-Residential Conversion - Miami / Florida - Keyah Lands $38M to Reposition Miami Beach Hotel Into a Starwood Brand,Miami,Los Angeles,Unknown,Office-to-Residential Conversion,Unknown,Unknown,Office-to-Residential Conversion,Land / parcel referenced,Site Search / Early Signal,88,35,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,Keyah Lands $38M to Reposition Miami Beach Hotel Into a Starwood Brand,https://commercialobserver.com/2026/07/keyah-miami-south-beach-starwood-treehouse/,Low
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-034,C&C Development Opens Affordable Housing in Irvine,17861 Cartwright Rd,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Land / parcel referenced,Unknown,88,33,High relevance to Woomi site strategy,Track site control precedent,"Track entitlement docket, density bonus use, and affordability requirement",C&C Development Opens Affordable Housing in Irvine,https://www.connectcre.com/stories/cc-development-opens-affordable-housing-in-irvine/,Medium
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-035,JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine,Riverside,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,88,33,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement",C&C Development Opens Affordable Housing in Irvine,https://www.connectcre.com/stories/cc-development-opens-affordable-housing-in-irvine/,Low
2026-07-07,20260707-235900-c117bd3d,LAA-20260707-016,Disposition / Exit - National - Berkadia Hires C&W’s Blake Okland as Chief Revenue Officer,National,Los Angeles,Berkadia,Multifamily,Unknown,Unknown,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,88,16,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,Berkadia Hires C&W’s Blake Okland as Chief Revenue Officer,https://commercialobserver.com/2026/07/berkadia-blake-okland-cushman-wakefield/,Medium
