run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Apartment,36,23,16,28,85.3,Other / Unknown,Developer Strategy,Alliance Residential,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Affordable Housing,13,11,6,11,86.9,Los Angeles / California,Developer Strategy,Walker & Dunlop,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Office-to-Residential Conversion,3,3,1,3,84.7,Miami / Florida,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Multifamily,16,2,3,9,65.2,Other / Unknown,Financing Risk,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,BTR / Single-Family Rental,1,1,1,1,86.0,Phoenix / Arizona,Institutional Flow,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Student Housing,1,0,0,1,57.0,Texas,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Mixed-Use Residential,5,4,4,5,88.0,Other / Unknown,Developer Strategy,High Street Residential,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Manufactured Housing,3,3,3,3,100.0,Atlanta / Georgia,Institutional Flow,Freddie Mac,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Senior Housing,1,1,1,1,100.0,National,Institutional Flow,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,General Residential,2,0,0,2,55.0,California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-07-07,20260707-235900-c117bd3d,2026-07-07 23:59:00,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
