run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Apartment,42,32,15,31,84.8,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Affordable Housing,6,6,3,5,98.0,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Multifamily,14,4,3,6,65.9,Other / Unknown,Developer Strategy,Benefit Street Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Student Housing,4,2,3,4,78.5,Washington DC,Developer Strategy,JLL,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,BTR / Single-Family Rental,2,2,1,2,87.5,Sun Belt,Institutional Flow,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Mixed-Use Residential,8,6,2,7,84.8,Miami / Florida,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Senior Housing,3,1,1,2,73.7,California,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,General Residential,5,0,1,5,60.2,Los Angeles / California,Financing Risk,Related Companies,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
