run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-002,DFP-19F73F0EC9,2,CEDARst Snags $80M Construction Loan for San Diego Apartments,CEDARst Snags $80M Construction Loan for San Diego Apartments,96,80,1,1,0,0,Yes,Construction Financing Gap,,California,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-001,DFP-CDF4A740E3,2,JLL Arranges $78.7M Loan for Refinancing of East Dallas Apartment Community,JLL Arranges $78.7M Loan for Refinancing of East Dallas Apartment Community,94,71,1,1,0,0,Yes,Refinancing Gap,,Dallas / Texas,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-014,DFP-D959592981,2,Related Secures $65M Refi for Office Property in L.A.’s South Bay,Related Secures $65M Refi for Office Property in L.A.’s South Bay,85,63,1,1,0,0,Yes,Refinancing Gap,,Los Angeles / California,General Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-024,DFP-F6DCC35602,2,Newmark Facilitates $215.8M in Refinancing for Waypoint Residential Multifamily Portfolio in Florida,Newmark Facilitates $215.8M in Refinancing for Waypoint Residential Multifamily Portfolio in Florida,81,61,1,1,0,0,Yes,Refinancing Gap,,Florida,Multifamily
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-025,DFP-AB957C2FE0,2,Walker & Dunlop Arranges $390M Construction Financing for Jersey City Multifamily Development,Walker & Dunlop Arranges $390M Construction Financing for Jersey City Multifamily Development,78,57,1,1,0,0,Yes,Construction Financing Gap,,Other / Unknown,Mixed-Use Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-022,DFP-1896018B02,2,"Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail","Gatsby Florida Inks $118.6M Construction Loan for Palm Beach Gardens Offices, Retail",77,61,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,General Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-031,DFP-80DC7D87BE,2,Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,Shoma Group Obtains $172.5M C-PACE Loan for North Bay Village Development,59,56,1,1,0,0,Yes,Construction Financing Gap,,Miami / Florida,Mixed-Use Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-003,DFP-B273300EB5,1,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,92,0,1,0,0,0,No,JV / Partnership Gap,,California,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-004,DFP-7BF2FDE2D0,1,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,91,0,1,0,0,0,No,Acquisition Opportunity,,California,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-005,DFP-F29A4EC01B,1,Apartment cap rates inched up to 5.6% in July: MSCI,Apartment cap rates inched up to 5.6% in July: MSCI,91,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-008,DFP-C20DA06360,1,"Partnership Underway on Seniors Housing Project in East Brunswick, New Jersey","Partnership Underway on Seniors Housing Project in East Brunswick, New Jersey",87,0,1,0,0,0,No,JV / Partnership Gap,,National,Student Housing
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-006,DFP-84E8614964,1,Camden Pays $88.6M for Nashville Apartment Highrise,Camden Pays $88.6M for Nashville Apartment Highrise,85,0,1,0,0,0,No,Acquisition Opportunity,,Atlanta / Georgia,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-007,DFP-0CE58C85A9,1,"Evergreen Building Mesa Apartments, Retail","Evergreen Building Mesa Apartments, Retail",84,0,1,0,0,0,No,Acquisition Opportunity,,Phoenix / Arizona,Mixed-Use Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-011,DFP-A7A61161B1,1,CBRE Announces $64.3M Sale of 51 South Apartments in White Plains New York,CBRE Announces $64.3M Sale of 51 South Apartments in White Plains New York,83,0,1,0,0,0,No,GP Capability Partnership Opportunity,,New York,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-029,DFP-1F44BED25C,1,"JLL Arranges Sale of 356,514 SF Office Building in Orlando","JLL Arranges Sale of 356,514 SF Office Building in Orlando",82,0,1,0,0,0,No,Acquisition Opportunity,,Florida,General Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-010,DFP-21A030FC90,1,Freestone Capital Acquires Aperture on Fifth Multifamily Community in Downtown Seattle for $32.2M,Freestone Capital Acquires Aperture on Fifth Multifamily Community in Downtown Seattle for $32.2M,82,0,1,0,0,0,No,Acquisition Opportunity,,Seattle,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-012,DFP-9AC2AD5B2F,1,"New Building Permits Filed In Balboa Reservoir Masterplan, San Francisco","New Building Permits Filed In Balboa Reservoir Masterplan, San Francisco",82,0,1,0,0,0,No,LA / California Entitlement Opportunity,,San Francisco / California,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-023,DFP-D7DF4803F4,1,"Kennedy Wilson, Shimizu Corp. partner on $139M multifamily build in Georgia","Kennedy Wilson, Shimizu Corp. partner on $139M multifamily build in Georgia",81,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Atlanta / Georgia,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-013,DFP-1AC19DEF5C,1,Walker & Dunlop Arranges $142M HUD Financing for Two Virginia Multifamily Construction Projects on Behalf of Bonaventure,Walker & Dunlop Arranges $142M HUD Financing for Two Virginia Multifamily Construction Projects on Behalf of Bonaventure,81,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Virginia,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-015,DFP-E7BBD81758,1,Marcus & Millichap Brokers $11.4M Sale of Lower Manhattan Apartment Building,Marcus & Millichap Brokers $11.4M Sale of Lower Manhattan Apartment Building,80,0,1,0,0,0,No,Acquisition Opportunity,,New York City / New York,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-020,DFP-390826AB21,1,What multifamily firms bought and sold this summer,What multifamily firms bought and sold this summer,79,0,1,0,0,0,No,Acquisition Opportunity,,Riverside / California,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-026,DFP-892F21E82A,1,IPA Capital Markets Arranges $40.3M Financing for 312-Unit Multifamily Apartment Community Birwood Heights in San Antonio,IPA Capital Markets Arranges $40.3M Financing for 312-Unit Multifamily Apartment Community Birwood Heights in San Antonio,77,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Dallas / Texas,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-018,DFP-0238CFD982,1,Cortland Offloads 812 West Palm Beach Apartment Units for $208M,Cortland Offloads 812 West Palm Beach Apartment Units for $208M,76,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Miami / Florida,Apartment
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-032,DFP-F398F93F29,1,JPI Adding 397 Apartments to City North Development,JPI Adding 397 Apartments to City North Development,72,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Phoenix / Arizona,Mixed-Use Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-036,DFP-4C008BE4CE,1,Merchants Capital Secures $138M+for 296-Unit Multifamily Mixed-Use Development in White Plains New York,Merchants Capital Secures $138M+for 296-Unit Multifamily Mixed-Use Development in White Plains New York,71,0,1,0,0,0,No,GP Capability Partnership Opportunity,,New York,Mixed-Use Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-009,DFP-3D603F8CDF,1,Mixed-use project rises at 1801 E. 4th St. in Santa Ana,Mixed-use project rises at 1801 E. 4th St. in Santa Ana,69,0,1,0,0,0,No,Acquisition Opportunity,,California,Mixed-Use Residential
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-016,DFP-4CC0AB15A8,1,Rendering vs. Reality: Apartments at 1408 W. Jefferson Blvd. in Exposition Park,Rendering vs. Reality: Apartments at 1408 W. Jefferson Blvd. in Exposition Park,67,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Affordable Housing
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-017,DFP-DAFC7E0DF6,1,200 apartments fully framed at 3863 Carson Street in Torrance,200 apartments fully framed at 3863 Carson Street in Torrance,66,0,1,0,0,0,No,JV / Partnership Gap,,California,Senior Housing
2026-09-08,20260908-005631-3a8c6044,2026-09-08 00:56:31,DCL-20260908-030,DFP-B934409348,1,MBK Sells Anaheim Apartments To TA Realty For $147M,MBK Sells Anaheim Apartments To TA Realty For $147M,65,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
