run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Apartment,33,20,10,26,84.9,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Affordable Housing,5,4,2,4,86.2,Los Angeles / California,Developer Strategy,Marcus & Millichap,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Student Housing,2,2,2,2,98.5,California,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,BTR / Single-Family Rental,2,2,1,2,88.5,Dallas / Texas,Financing Risk,Marcus & Millichap,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Multifamily,12,1,1,6,62.9,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Mixed-Use Residential,8,4,2,6,74.6,Miami / Florida,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Senior Housing,4,3,1,4,79.0,Florida,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,General Residential,2,0,1,2,52.0,Los Angeles / California,Financing Risk,None detected,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-16,20260916-010828-e97908a2,2026-09-16 01:08:28,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
