run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0077,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,DST-20260916-004,DFP-8316C3FE88,DCL-20260916-004,construction loan gap,Miami / Florida,Apartment,Berkadia,Berkadia,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,67,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Development Group Inks $58M Construction Loan for Coconut Grove Condos,https://www.connectcre.com/stories/development-group-inks-58m-construction-loan-for-coconut-grove-condos/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0077,Construction Financing - Miami / Florida - Development Group Inks $58M Construction Loan for Coconut Grove Condos,100,DST-20260916-005,DFP-9F93C50581,DCL-20260916-005,refinancing stress,Miami / Florida,Apartment,Berkadia,Berkadia,Refinancing - Miami / Florida - Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,https://www.connectcre.com/stories/rich-properties-snags-38-5m-refi-for-west-palm-beach-rental-asset/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0124,Construction Financing - Washington DC - Berkadia Arranges $92M Construction Loan for DC Multifamily Property Near George Washingto...,100,DST-20260916-003,DFP-800E1DC6ED,DCL-20260916-003,construction loan gap,Washington DC,Multifamily,Berkadia,Berkadia,Construction Financing - Washington DC - Berkadia Arranges $92M Construction Loan for DC Multifamily Property Near George Washingto...,66,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Berkadia Arranges $92M Construction Loan for DC Multifamily Property Near George Washington University,https://yieldpro.com/2026/09/2121-virginia-avenue/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0114,Refinancing - Seattle - Newmark Arranges $55M Refinancing for Seattle Multifamily Property,100,DST-20260916-009,DFP-478E77ED4A,DCL-20260916-009,refinancing stress,Seattle,Apartment,Mack Real Estate Group,Unknown,Refinancing - Seattle - Newmark Arranges $55M Refinancing for Seattle Multifamily Property,64,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Newmark Arranges $55M Refinancing for Seattle Multifamily Property,https://www.connectcre.com/stories/newmark-arranges-55m-refinancing-for-seattle-multifamily-property/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0044,"BTR / Build-to-Rent - Dallas / Texas - MMCC Arranges $53M Refinancing for Build-to-Rent Property in Rogers, Arkansas",100,DST-20260916-012,DFP-F09B301B7D,DCL-20260916-012,refinancing stress,Dallas / Texas,BTR / Single-Family Rental,Marcus & Millichap,Unknown,"BTR / Build-to-Rent - Dallas / Texas - MMCC Arranges $53M Refinancing for Build-to-Rent Property in Rogers, Arkansas",62,High Distress Watch,BTR / Build-to-Rent; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options","MMCC Arranges $53M Refinancing for Build-to-Rent Property in Rogers, Arkansas",https://rebusinessonline.com/mmcc-arranges-53m-refinancing-for-build-to-rent-property-in-rogers-arkansas/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0050,Refinancing - Florida - BWE Secures $101M Loan for New Active Adult Community in Jacksonville,80,DST-20260916-027,DFP-7D0D39515D,DCL-20260916-027,bridge loan stress,Florida,Senior Housing,Unknown,Unknown,Refinancing - Florida - RISE Obtains $101M Bridge Loan for Jacksonville Apartments,60,High Distress Watch,Refinancing; bridge loan; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",RISE Obtains $101M Bridge Loan for Jacksonville Apartments,https://www.connectcre.com/stories/rise-obtains-101m-bridge-loan-for-jax-apartments/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0047,BTR / Build-to-Rent - Florida - Non-Recourse Refinancing Secured for 130-Unit Build-to-Rent Community Minutes from The Vil...,100,DST-20260916-014,DFP-9B488B5D9C,DCL-20260916-014,refinancing stress,Florida,BTR / Single-Family Rental,JLL,JLL,BTR / Build-to-Rent - Florida - Non-Recourse Refinancing Secured for 130-Unit Build-to-Rent Community Minutes from The Vil...,60,High Distress Watch,BTR / Build-to-Rent; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Non-Recourse Refinancing Secured for 130-Unit Build-to-Rent Community Minutes from The Villages in Florida,https://yieldpro.com/2026/09/eden-magnolia-village/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0050,Refinancing - Florida - BWE Secures $101M Loan for New Active Adult Community in Jacksonville,80,DST-20260916-017,DFP-1D28B82FAC,DCL-20260916-017,refinancing stress,Florida,Senior Housing,Unknown,Unknown,Refinancing - Florida - BWE Secures $101M Loan for New Active Adult Community in Jacksonville,60,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",BWE Secures $101M Loan for New Active Adult Community in Jacksonville,https://rebusinessonline.com/bwe-secures-101m-loan-for-new-active-adult-community-in-jacksonville/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0087,Office-to-Residential Conversion - New York City / New York - 141 Willoughby Residential Conversion Secures $208M Construction Loan,80,DST-20260916-022,DFP-5AB892426D,DCL-20260916-022,construction loan gap,New York City / New York,Apartment,Unknown,Unknown,Office-to-Residential Conversion - New York City / New York - 141 Willoughby Residential Conversion Secures $208M Construction Loan,58,Monitor,Office-to-Residential Conversion; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,141 Willoughby Residential Conversion Secures $208M Construction Loan,https://yieldpro.com/2026/09/willoughby-brooklyn/,Medium
2026-09-16,20260916-010828-e97908a2,PRJ-20260916-0025,"General Project Signal - Atlanta / Georgia - Your Third Spot, Buttermilk Cafe to Open at Veridian in Schaumburg, Illinois",80,DST-20260916-029,DFP-A054A1E32A,DCL-20260916-029,distressed sale,Atlanta / Georgia,Apartment,Unknown,Unknown,Disposition / Exit - Atlanta / Georgia - Investor Takes Over Distressed Atlanta Apartment Asset,58,Monitor,Disposition / Exit; distressed,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Investor Takes Over Distressed Atlanta Apartment Asset,https://www.connectcre.com/stories/investor-acquires-distressed-atlanta-apartment-asset/,Medium
