run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-09-16,20260916-010828-e97908a2,LAW-20260916-001,Los Angeles,Affordable housing tops out at 10953 Whipple St. in Toluca Lake,,Affordable Housing,Density Bonus / TOC,Construction Ready,30,73,58,Relevant to California entitlement monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,Affordable housing tops out at 10953 Whipple St. in Toluca Lake,https://la.urbanize.city/post/affordable-housing-tops-out-10953-whipple-st-toluca-lake,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-005,Los Angeles,Stewards Sets Up $240M Deal for Two South Florida Multifamily Properties,Courtesy Invesca Development Group,Apartment,Density Bonus / TOC,Unknown Stage,28,53,51,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,Stewards Sets Up $240M Deal for Two South Florida Multifamily Properties,https://commercialobserver.com/2026/09/stewards-florida-multifamily/,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-003,Los Angeles,13 apartments approved for empty lot at 4127 E. Supreme Court,,Mixed-Use Residential,Planning Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,13 apartments approved for empty lot at 4127 E. Supreme Court,https://la.urbanize.city/post/13-apartments-approved-empty-lot-4127-e-supreme-court,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-004,Los Angeles,Entitlement / Permitting - Los Angeles / California - 13 apartments approved for empty lot at 4127 E. Supreme Court,Unknown,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,13 apartments approved for empty lot at 4127 E. Supreme Court,https://la.urbanize.city/post/13-apartments-approved-empty-lot-4127-e-supreme-court,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-007,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-009,Los Angeles,"Plans Refiled for 395 3rd Street in SoMa, San Francisco",,Apartment,Entitlement Approval,Early Planning,30,30,43,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent","Plans Refiled for 395 3rd Street in SoMa, San Francisco",https://sfyimby.com/2026/09/plans-refiled-for-395-3rd-street-in-soma-san-francisco.html,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-002,Los Angeles,Non-Recourse Refinancing Secured for 130-Unit Build-to-Rent Community Minutes from The Villages in Florida,JLL,BTR / Single-Family Rental,CEQA / Environmental Review,Under Review,65,25,40,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline",Non-Recourse Refinancing Secured for 130-Unit Build-to-Rent Community Minutes from The Villages in Florida,https://yieldpro.com/2026/09/eden-magnolia-village/,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-008,Los Angeles,Entitlement / Permitting - Los Angeles / California - Echo Park-adjacent apartments proposed at 820 N. Laguna Ave.,Unknown,Apartment,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Echo Park-adjacent apartments proposed at 820 N. Laguna Ave.,https://la.urbanize.city/post/echo-park-adjacent-apartments-proposed-820-n-laguna-ave,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-006,Los Angeles,Stockdale Capital Partners Aims for $300M in Loans by 2028 Via New Credit Platform,Stockdale Capital,General Residential,Density Bonus / TOC,Unknown Stage,28,43,37,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,Stockdale Capital Partners Aims for $300M in Loans by 2028 Via New Credit Platform,https://commercialobserver.com/2026/09/stockdale-capital-partners-aims-for-300m-in-loans-by-2028-via-new-credit-platform/,Low
2026-09-16,20260916-010828-e97908a2,LAW-20260916-010,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - USC School of Cinematic Arts plans expansion at 625 W. 32nd St.,Unknown,General Residential,Entitlement Approval,Early Planning,20,20,27,Low relevance,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",USC School of Cinematic Arts plans expansion at 625 W. 32nd St.,https://la.urbanize.city/post/usc-school-cinematic-arts-plans-expansion-625-w-32nd-st,Low
