run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,opportunity_id,deal_fingerprint_id,duplicate_cluster_id,opportunity_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,source_article_title,source,url,opportunity_score,opportunity_uniqueness_score,event_materiality_score,repeat_coverage_score,institutional_confirmation_score,opportunity_priority_label,evidence_signals,why_it_matters,potential_woomi_angle,recommended_next_action,confidence_level
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0044,Acquisition - California - MG Properties Buys Two Multifamily Apartments Communities in Gresham Oregon,100,OPP-20260630-001,DFP-0AFC2EEC51,DCL-20260630-001,Acquisition Opportunity,California,Apartment,Fannie Mae,Fannie Mae,Acquisition - California - MG Properties Buys Two Multifamily Apartments Communities in Gresham Oregon,MG Properties Buys Two Multifamily Apartments Communities in Gresham Oregon,Yield PRO,https://yieldpro.com/2026/06/parkside-apartments-2/,94,100,100,25,100,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Medium
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0043,Disposition / Exit - San Francisco / California - San Francisco Hospitality Group Divests Boutique Hotel in Japantown,100,OPP-20260630-003,DFP-BB73BB97D4,DCL-20260630-003,LA / California Entitlement Opportunity,California,Apartment,CBRE,CBRE,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,91,100,93,25,100,Immediate Opportunity Watch,Disposition / Exit,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0163,Construction Financing - Seattle - Great Expectations Receives Construction Financing for 102-Unit Affordable Housing Project...,100,OPP-20260630-002,DFP-CB8941BF87,DCL-20260630-002,Construction Financing Gap,Seattle,Affordable Housing,CBRE,CBRE,Construction Financing - Seattle - Great Expectations Receives Construction Financing for 102-Unit Affordable Housing Project...,"Great Expectations Receives Construction Financing for 102-Unit Affordable Housing Project Addison in Puyallup, Washington",REBusiness Online,https://rebusinessonline.com/great-expectations-receives-construction-financing-for-102-unit-affordable-housing-project-addison-in-puyallup-washington/,90,100,97,25,100,Immediate Opportunity Watch,Construction Financing,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Seattle.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Low
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0100,JV / Partnership - New York City / New York - Historic Queens Bowling Alley Trades for $45M to Multifamily JV,100,OPP-20260630-004,DFP-35A5B6E5A2,DCL-20260630-004,Refinancing Gap,New York City / New York,Apartment,JLL,JLL,Refinancing - New York City / New York - Citigroup Refis East Village Apartment Building With $45M CMBS Loan,Citigroup Refis East Village Apartment Building With $45M CMBS Loan,Commercial Observer,https://commercialobserver.com/2026/06/citigroup-east-village-manhattan-apartments/,89,100,91,25,97,Immediate Opportunity Watch,Refinancing; refinancing,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in New York City / New York.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0043,Disposition / Exit - San Francisco / California - San Francisco Hospitality Group Divests Boutique Hotel in Japantown,100,OPP-20260630-011,DFP-5508FCE9F0,DCL-20260630-011,LA / California Entitlement Opportunity,California,General Residential,CBRE,CBRE,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Connect CRE Orange County,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,87,100,84,25,100,Immediate Opportunity Watch,Disposition / Exit,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0047,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",100,OPP-20260630-018,DFP-920342F693,DCL-20260630-018,Recapitalization Opportunity,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,87,100,81,25,92,Immediate Opportunity Watch,Recapitalization; jv; recapitalization,"Recapitalization Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,High
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0100,JV / Partnership - New York City / New York - Historic Queens Bowling Alley Trades for $45M to Multifamily JV,100,OPP-20260630-005,DFP-C47EE3A7F7,DCL-20260630-005,JV / Partnership Gap,New York City / New York,Multifamily,JLL,JLL,JV / Partnership - New York City / New York - Historic Queens Bowling Alley Trades for $45M to Multifamily JV,Historic Queens Bowling Alley Trades for $45M to Multifamily JV,Commercial Observer,https://commercialobserver.com/2026/06/queens-bowling-alley-sale-whitestone-lanes/,86,100,90,25,97,Immediate Opportunity Watch,JV / Partnership; jv; partnership,"JV / Partnership Gap may create a pricing, capital, partnership, or pipeline opening in New York City / New York.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,High
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0073,General Project Signal - Los Angeles / California - Affordable housing on the rise at 1405 S. Broadway in DTLA,100,OPP-20260630-009,DFP-09360B6661,DCL-20260630-009,Affordable / Workforce Housing Opportunity,Los Angeles / California,Affordable Housing,Related Companies,Related Companies,General Project Signal - Los Angeles / California - Affordable housing on the rise at 1405 S. Broadway in DTLA,Affordable housing on the rise at 1405 S. Broadway in DTLA,Urbanize LA,https://la.urbanize.city/post/affordable-housing-rise-1405-s-broadway-dtla,83,100,85,25,96,Immediate Opportunity Watch,General Project Signal,"Affordable / Workforce Housing Opportunity may create a pricing, capital, partnership, or pipeline opening in Los Angeles / California.","Monitor public-private, LIHTC, or workforce housing partnership angle",Add to executive opportunity review,Low
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0124,Disposition / Exit - Other / Unknown - Newly Delivered Greater Hartford Apartments Trade for $27M,100,OPP-20260630-017,DFP-8A25C7F08F,DCL-20260630-017,GP Capability Partnership Opportunity,Other / Unknown,Apartment,JLL,JLL,Disposition / Exit - Other / Unknown - Newly Delivered Greater Hartford Apartments Trade for $27M,Newly Delivered Greater Hartford Apartments Trade for $27M,Connect CRE Apartments,https://www.connectcre.com/stories/newly-delivered-greater-hartford-apartments-trade-for-27m/,83,100,83,25,97,Immediate Opportunity Watch,Disposition / Exit,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in Other / Unknown.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,Low
2026-06-30,20260630-000528-e3d0faf1,PRJ-20260630-0058,"General Project Signal - Florida - Gilbane, CBRE Investment Begin Leasing 703-Bed Student Housing Development Near University...",100,OPP-20260630-023,DFP-DE72CA3231,DCL-20260630-023,GP Capability Partnership Opportunity,Florida,Student Housing,CBRE,CBRE,"General Project Signal - Florida - Gilbane, CBRE Investment Begin Leasing 703-Bed Student Housing Development Near University...","Gilbane, CBRE Investment Begin Leasing 703-Bed Student Housing Development Near University of Florida",REBusiness Online,https://rebusinessonline.com/gilbane-cbre-investment-begin-leasing-703-bed-student-housing-development-near-university-of-florida/,82,100,80,25,100,Immediate Opportunity Watch,General Project Signal,"GP Capability Partnership Opportunity may create a pricing, capital, partnership, or pipeline opening in Florida.",Map possible GP partnership or capability-building relationship,Add to executive opportunity review,Low
