run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Market-Level Capital Concentration,Arizona,Arizona,Apartment,2026-05-22,2026-06-01,14,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Market-Level Capital Concentration,Atlanta / Georgia,Atlanta / Georgia,Apartment,2026-06-01,2026-06-29,70,0,0,0,6,0,Fading,Refinancing Stress Watch,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Market-Level Capital Concentration,Atlanta / Georgia,Atlanta / Georgia,Student Housing,2026-06-01,2026-06-16,40,0,0,0,29,0,Fading,Refinancing Stress Watch,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Market-Level Capital Concentration,Atlanta / Georgia,Atlanta / Georgia,Mixed-Use Residential,2026-06-01,2026-06-30,7,1,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Market-Level Capital Concentration,Austin / Texas,Austin / Texas,Apartment,2026-06-04,2026-06-29,10,0,0,0,0,8,Fading,No Clear Stress,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Florida,Multifamily,2026-05-29,2026-06-01,8,0,100,0,8,0,Fading,Refinancing Stress Watch,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Florida,Apartment,2026-05-19,2026-06-01,23,0,100,0,0,0,Fading,No Clear Stress,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Miami / Florida,Mixed-Use Residential,2026-06-05,2026-06-18,16,0,100,0,0,4,Fading,No Clear Stress,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Miami / Florida,Apartment,2026-06-01,2026-06-23,18,0,100,0,0,11,Fading,No Clear Stress,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Sarasota / Florida,Multifamily,2026-06-01,2026-06-02,7,0,100,0,7,0,Fading,Refinancing Stress Watch,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Houston / Texas,Senior Housing,2026-06-01,2026-06-11,12,0,100,0,0,0,Fading,No Clear Stress,Capital flow fading,100
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Recurring Lender,Berkadia,Sun Belt,Apartment,2026-05-19,2026-06-25,25,0,100,0,1,0,Fading,Refinancing Stress Watch,Capital flow fading,100
