run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,California,Apartment,26,21,14,87.4,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Los Angeles,Apartment,12,10,7,90.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,National / Other,Multifamily,33,17,9,72.4,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Florida,Apartment,11,8,7,81.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Texas,Apartment,5,5,2,88.8,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Arizona,Apartment,5,3,3,81.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Phoenix,Apartment,5,3,3,81.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Seattle,Affordable Housing,3,3,2,86.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,New York,Apartment,5,3,2,80.2,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Southeast,Mixed-Use Residential,6,3,2,72.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Austin,Mixed-Use Residential,3,3,1,88.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Dallas,Apartment,2,2,0,92.5,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-30,20260630-000528-e3d0faf1,2026-06-30 00:05:28,Sun Belt,BTR / Single-Family Rental,2,1,0,84.0,Rent Growth / Demand,None detected,General market monitoring,Strategic Watch Market,Monitor only
