run_date,run_id,source_name,source_category,platform_type,source_url,fetch_status,entries_found,articles_saved,error_message,source_quality_label
2026-05-24,20260524-230204-750df6c3,Multifamily Dive,Core Multifamily News,Other,https://www.multifamilydive.com/feeds/news/,OK,10,2,,Useful
2026-05-24,20260524-230204-750df6c3,Multifamily Executive,Core Multifamily News,Other,https://www.multifamilyexecutive.com/rss.xml,OK,10,3,,High Value
2026-05-24,20260524-230204-750df6c3,Yield PRO,Core Multifamily News,Other,https://yieldpro.com/feed/,OK,10,5,,High Value
2026-05-24,20260524-230204-750df6c3,Multi-Housing News,Core Multifamily News,Other,https://www.multihousingnews.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-24,20260524-230204-750df6c3,GlobeSt,Core Multifamily News,Other,https://www.globest.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-24,20260524-230204-750df6c3,Bisnow,Core Multifamily News,Other,https://www.bisnow.com/rss,OK,30,8,,High Value
2026-05-24,20260524-230204-750df6c3,Commercial Observer,Core Multifamily News,Other,https://commercialobserver.com/feed/,OK,17,4,,High Value
2026-05-24,20260524-230204-750df6c3,Connect CRE,Core Multifamily News,Other,https://www.connectcre.com/feed/,OK,10,3,,High Value
2026-05-24,20260524-230204-750df6c3,The Real Deal,Core Multifamily News,Other,https://therealdeal.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-24,20260524-230204-750df6c3,NAHB Eye on Housing - Multifamily,Public Agency / Housing Data,Other,https://eyeonhousing.org/category/multifamily/feed/,OK,18,13,,High Value
2026-05-24,20260524-230204-750df6c3,Construction Dive,Core Multifamily News,Other,https://www.constructiondive.com/feeds/news/,OK,10,0,,Watch
2026-05-24,20260524-230204-750df6c3,HousingWire,Core Multifamily News,Other,https://www.housingwire.com/feed/,OK,10,0,,Watch
2026-05-24,20260524-230204-750df6c3,Federal Reserve - Press Releases,Public Agency / Housing Data,Other,https://www.federalreserve.gov/feeds/press_all.xml,OK,20,0,,Watch
2026-05-24,20260524-230204-750df6c3,PERE,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-24,20260524-230204-750df6c3,Urban Land Institute,Institutional Real Estate / Capital Markets,Other,https://urbanland.uli.org/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-24,20260524-230204-750df6c3,NMHC News,Institutional Real Estate / Capital Markets,Other,https://www.nmhc.org/news/rss/,Failed,0,0,RSS parsing issue,Failing
2026-05-24,20260524-230204-750df6c3,Freddie Mac Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
