run_date,run_id,run_timestamp,source_name,source_category,platform_type,source_priority_tier,source_status,activation_type,feed_url,last_successful_fetch,fetch_attempts,fetch_success_rate,entries_found,articles_saved,signal_density_score,gp_signal_count,deal_signal_count,capital_markets_signal_count,residential_sector_signal_count,california_signal_count,la_signal_count,institutional_signal_count,source_quality_score,source_priority_label
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Connect CRE Orange County,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=orange-county,2026-05-24 23:02:04,1,100,10,3,100,2,2,0,2,3,0,2,84,Production Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Connect CRE,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed/,2026-05-24 23:02:04,1,100,10,3,100,2,3,1,3,1,0,2,80,Production Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Urbanize LA,Regional / California / LA Sources,Other,Tier 3,Working,RSS,https://la.urbanize.city/rss.xml,2026-05-24 23:02:04,1,100,10,7,100,6,1,0,6,2,4,1,80,Production Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Yield PRO,Core Multifamily News,Other,Tier 3,Working,RSS,https://yieldpro.com/feed/,2026-05-24 23:02:04,1,100,10,5,100,3,4,0,5,1,0,3,80,Production Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Blackstone Real Estate,Developer / GP Newsrooms,Other,Tier 1,Working,RSS,https://www.blackstone.com/news/rss/,2026-05-24 23:02:04,1,100,10,3,60,0,1,2,0,0,0,3,78,High Value Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Connect CRE South Florida,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=south-florida,2026-05-24 23:02:04,1,100,10,5,100,4,3,2,5,0,0,0,77,High Value Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,REBusiness Online,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://rebusinessonline.com/feed/atom/,2026-05-24 23:02:04,1,100,20,5,85,3,4,3,5,0,0,2,73,High Value Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Bisnow,Core Multifamily News,Other,Tier 3,Working,RSS,https://www.bisnow.com/rss,2026-05-24 23:02:04,1,100,30,8,67,5,1,3,7,1,0,3,72,High Value Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Commercial Observer,Core Multifamily News,Other,Tier 3,Working,RSS,https://commercialobserver.com/feed/,2026-05-24 23:02:04,1,100,17,4,76,2,3,2,3,0,0,3,71,High Value Source
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Connect CRE Charlotte,Site / Parcel Source Expansion,Other,Tier 3,Working,RSS,https://www.connectcre.com/feed?story-market=charlotte,2026-05-24 23:02:04,1,100,10,3,90,1,2,2,3,0,0,1,71,High Value Source
