run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,California,Apartment,13,11,5,89.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Los Angeles,Affordable Housing,8,8,3,91.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Sun Belt,Apartment,22,17,8,82.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,National / Other,Apartment,30,15,11,74.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Southeast,Apartment,9,8,3,87.4,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Florida,Apartment,7,7,3,96.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,New York,General Residential,4,2,3,80.2,Financing Risk,Deal Size Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Phoenix,BTR / Single-Family Rental,3,2,2,72.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Texas,Multifamily,2,2,0,87.5,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Dallas,Multifamily,3,2,0,79.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Arizona,Apartment,1,1,1,85.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Austin,General Residential,1,0,0,56.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
