run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,Berkadia,Florida,Apartment,2026-05-19,2026-05-24,8,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,Berkadia,Sun Belt,Apartment,2026-05-19,2026-05-24,8,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Capital Partner,Blackstone,New York,General Residential,2026-05-19,2026-05-24,12,1,0,100,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,California,California,General Residential,2026-05-19,2026-05-24,12,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,California,California,Senior Housing,2026-05-20,2026-05-24,9,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,California,California,Affordable Housing,2026-05-19,2026-05-24,16,3,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,California,California,Apartment,2026-05-19,2026-05-24,28,5,0,0,0,8,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Florida,Florida,Apartment,2026-05-19,2026-05-24,8,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,JLL,California,Senior Housing,2026-05-20,2026-05-24,9,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,JLL,Sun Belt,Apartment,2026-05-19,2026-05-24,8,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,JLL,Sun Belt,General Residential,2026-05-19,2026-05-24,11,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,JLL,California,Apartment,2026-05-19,2026-05-24,8,1,100,0,0,8,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Recurring Lender,JLL,California,General Residential,2026-05-19,2026-05-24,8,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Los Angeles,Los Angeles,General Residential,2026-05-19,2026-05-24,8,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Los Angeles,Los Angeles,Office-to-Residential Conversion,2026-05-20,2026-05-24,10,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Los Angeles,Los Angeles,Affordable Housing,2026-05-19,2026-05-22,14,0,0,0,0,4,Fading,No Clear Stress,Capital flow fading,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,National,National,Apartment,2026-05-20,2026-05-24,21,4,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,New York,New York,Mixed-Use Residential,2026-05-20,2026-05-24,5,1,0,0,2,0,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,New York,New York,General Residential,2026-05-19,2026-05-24,12,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,New York,New York,Affordable Housing,2026-05-19,2026-05-21,9,0,0,0,1,2,Fading,Monitor Debt Conditions,Capital flow fading,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,New York,New York,Apartment,2026-05-19,2026-05-24,20,1,0,0,8,1,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Multifamily,2026-05-19,2026-05-24,45,5,0,0,0,2,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Affordable Housing,2026-05-19,2026-05-24,12,2,0,0,2,3,Increasing,Refinancing Stress Watch,Capital concentration increasing,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Apartment,2026-05-19,2026-05-24,52,7,0,0,3,4,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Sun Belt,Sun Belt,General Residential,2026-05-19,2026-05-24,23,2,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Sun Belt,Sun Belt,Multifamily,2026-05-19,2026-05-21,10,0,0,0,0,0,Fading,No Clear Stress,Capital flow fading,100
2026-05-24,20260524-230204-750df6c3,2026-05-24 23:02:04,Market-Level Capital Concentration,Sun Belt,Sun Belt,Affordable Housing,2026-05-19,2026-05-24,7,2,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,100
