run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0033,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,LC-20260520-002,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Apartment,Wood Partners,northmarq,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,21,94,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0075,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,100,LC-20260520-007,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,New York,New York,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,92,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Blackstone Announces Joint Venture with Google to Create New TPU Cloud,Blackstone Real Estate,https://www.blackstone.com/news/press/blackstone-announces-joint-venture-with-google-to-create-new-tpu-cloud/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0048,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,100,LC-20260520-009,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,Sun Belt,Houston,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,19,92,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton to Fund Growth and Acquisition of Propell,Blackstone Real Estate,https://www.blackstone.com/news/press/voltagrid-announces-1-billion-strategic-equity-investment-from-blackstone-and-halliburton-to-fund-growth-and-aquisition-of-propell/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0075,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,100,LC-20260520-034,General Project Signal - New York - Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve...,New York,New York,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,18,87,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,Blackstone Real Estate,https://www.blackstone.com/news/press/ares-acquires-stake-in-rover-pipeline-from-blackstone-energy-transition-partners-to-serve-growing-energy-demand-centers-across-north-america/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0042,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",80,LC-20260520-003,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,California,Apartment,Unknown,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,68,86,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0079,JV / Partnership - New York - Willets Point Development Welcomes First Residents,100,LC-20260520-011,JV / Partnership - New York - Willets Point Development Welcomes First Residents,New York,New York,Apartment,Related Companies,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,21,82,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Willets Point Development Welcomes First Residents,Connect CRE Apartments,https://www.connectcre.com/stories/willets-point-development-welcomes-first-residents/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0073,Acquisition - National - Marquette Management Expands Third-Party Property Management Portfolio With The Pavilion A...,80,LC-20260520-008,"Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",Unknown,National,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,21,81,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Development Start; No explicit timing reference,"Construction Starts For 2700 International Boulevard, Oakland",SF YIMBY,https://sfyimby.com/2026/05/construction-starts-for-2700-international-boulevard-oakland.html,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0056,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,80,LC-20260520-005,Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,California,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,Delivery / Opening,Mature / Operating,27,80,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Office-to-Residential Conversion; completed,Former IBM offices at 3424 Wilshire to become housing,Urbanize LA,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0063,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,80,LC-20260520-015,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Miami,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,24,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,High
2026-05-20,20260520-230154-ca46e1ee,PRJ-20260520-0042,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",80,LC-20260520-037,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,California,General Residential,Unknown,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,59,78,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,High
