run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Apartment,33,32,18,29,89.5,Sun Belt,Developer Strategy,Hines,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Affordable Housing,14,9,6,11,81.1,Los Angeles,Developer Strategy,None detected,"California affordability, entitlement, and public-private partnership signal",Strategic Expansion Sector,"Track LA / California affordability, entitlement, and public-private partnership signals"
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Multifamily,17,6,6,11,69.8,National,Developer Strategy,UDR,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,BTR / Single-Family Rental,3,2,1,3,76.7,Sun Belt,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Workforce Housing,1,1,1,1,98.0,Sun Belt,Supply Pressure,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Office-to-Residential Conversion,1,1,0,1,100.0,Los Angeles,Financing Risk,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Student Housing,1,0,0,1,68.0,Sun Belt,Financing Risk,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Mixed-Use Residential,6,3,4,5,76.5,Los Angeles,Developer Strategy,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Senior Housing,2,2,1,2,92.5,California,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,General Residential,10,0,6,9,55.1,Sun Belt,Institutional Flow,Blackstone,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
