run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Los Angeles,9,7,6,0,0,0,Affordable Housing,CEQA / Environmental Review,Adaptive reuse corridor,Unknown,"96 apartments + retail proposed at 8871 W. Venice Blvd.; Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz; Carson aims for hotel, entertainment, and housing in Civic Center revamp; Construction Financing - Los Angeles - Berkadia Lines Up Construction Loan for Seachange Partners; Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...",100,65,Yes,DTLA adaptive reuse watch,Track local planning docket and entitlement precedent,High
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Wilshire,2,1,1,1,0,2,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,Unknown,Former IBM offices at 3424 Wilshire to become housing; Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing; Soaring above the 17-acre One Beverly Hills site,76,55,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Venice,1,1,1,1,0,1,Mixed-Use Residential,Entitlement Approval,Mixed-use corridor,Unknown,96 apartments + retail proposed at 8871 W. Venice Blvd.; Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,70,30,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Chinatown,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco; Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",68,30,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Santa Ana,1,1,0,1,1,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,65,56,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Anaheim,1,1,0,1,1,1,General Residential,General Entitlement Signal,General submarket monitoring,Unknown,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan; General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,62,51,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,California,0,3,0,0,0,0,Senior Housing,General Entitlement Signal,General submarket monitoring,Unknown,"General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project; General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...; JV / Partnership - California - Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in Cali...",24,20,No,Monitor only,Monitor only,Low
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Culver City,1,0,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,96 apartments + retail proposed at 8871 W. Venice Blvd.,12,30,No,Monitor only,Monitor only,Low
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Hollywood,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,Transit-oriented development,Unknown,Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz,12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Orange County,3,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan; JLL Arranges $252M Financing for Huntington Beach Seniors Project; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Riverside,1,0,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-05-20,20260520-051844-b14f8dba,2026-05-20 05:18:44,Santa Monica,1,0,0,0,0,0,General Residential,General Entitlement Signal,General submarket monitoring,Unknown,Soaring above the 17-acre One Beverly Hills site,12,30,No,Monitor only,Monitor only,Low
