run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Los Angeles,Los Angeles,Affordable Housing,2026-05-19,2026-05-20,6,4,0,0,0,2,Increasing,No Clear Stress,Capital concentration increasing,100
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,New York,New York,Apartment,2026-05-19,2026-05-20,6,5,0,0,3,0,Increasing,Refinancing Stress Watch,Capital concentration increasing,100
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Multifamily,2026-05-19,2026-05-20,10,5,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Apartment,2026-05-19,2026-05-20,11,6,0,0,1,0,Increasing,Monitor Debt Conditions,Capital concentration increasing,100
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Sun Belt,Sun Belt,Apartment,2026-05-19,2026-05-20,21,12,0,0,2,3,Increasing,Refinancing Stress Watch,Capital concentration increasing,100
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Los Angeles,Los Angeles,Mixed-Use Residential,2026-05-19,2026-05-20,6,2,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,98
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Affordable Housing,2026-05-19,2026-05-20,5,3,0,0,0,2,Increasing,No Clear Stress,Capital concentration increasing,98
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,California,California,Apartment,2026-05-19,2026-05-20,4,1,0,0,0,2,Stable,No Clear Stress,Stable capital pattern,96
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,Sun Belt,Sun Belt,General Residential,2026-05-19,2026-05-20,6,4,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,93
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Market-Level Capital Concentration,New York,New York,Affordable Housing,2026-05-19,2026-05-20,4,1,0,0,1,2,Stable,Monitor Debt Conditions,Stable capital pattern,92
