run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-001,PRJ-20260520-0091,Refinancing - New York - JLL Arranges $141.8M Refinancing for Wolf Point West Luxury Apartment Tower in Chicago,New York,New York,Hines,Apartment,Refinancing / Recapitalization,89,52,92,Strong Institutional Signal,8,22,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 22 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-002,PRJ-20260520-0052,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Unknown,Apartment,Refinancing / Recapitalization,72,52,92,Strong Institutional Signal,7,7,Refinancing opportunity,Strategic Asset Watch,Review immediately,"7 source file(s), 7 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-003,PRJ-20260520-0088,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,New York,New York,Blackstone,General Residential,Unknown Stage,84,30,91,Strong Institutional Signal,8,20,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 20 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-005,PRJ-20260520-0031,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Wood Partners,Apartment,Unknown Stage,87,31,90,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-004,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Sun Belt,Atlanta,Unknown,Workforce Housing,Refinancing / Recapitalization,78,46,90,Strong Institutional Signal,5,30,Refinancing opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 30 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-006,PRJ-20260520-0118,Acquisition - Sun Belt - Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,Sun Belt,Raleigh,Unknown,General Residential,Site Acquisition / Site Control,67,27,89,Strong Institutional Signal,4,7,Institutional capital movement,Priority Asset Watch,Review immediately,"4 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-007,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",California,California,Unknown,Apartment,Refinancing / Recapitalization,89,66,88,Strong Institutional Signal,7,39,Refinancing opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 39 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-008,PRJ-20260520-0054,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,Sun Belt,Houston,Unknown,Apartment,Delivery / Opening,73,56,88,Strong Institutional Signal,4,16,Institutional capital movement,Priority Asset Watch,Review immediately,"4 source file(s), 16 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-009,PRJ-20260520-0116,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,Sun Belt,Phoenix,Unknown,BTR / Single-Family Rental,Site Acquisition / Site Control,72,38,88,Strong Institutional Signal,4,19,Institutional capital movement,Strategic Asset Watch,Review immediately,"4 source file(s), 19 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-010,PRJ-20260520-0095,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,New York,New York,Unknown,Mixed-Use Residential,Delivery / Opening,85,48,87,Strong Institutional Signal,8,28,Institutional capital movement,Priority Asset Watch,Review immediately,"8 source file(s), 28 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-011,PRJ-20260520-0123,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,Seattle,Seattle,Unknown,Apartment,Unknown Stage,77,60,86,Strong Institutional Signal,8,11,Construction start pipeline,Priority Asset Watch,Review immediately,"8 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-013,PRJ-20260520-0122,"Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Seattle,Seattle,Quarterra,Apartment,Unknown Stage,75,26,86,Strong Institutional Signal,7,8,Construction start pipeline,Strategic Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-012,PRJ-20260520-0082,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Sun Belt,Miami,Unknown,Apartment,Site Acquisition / Site Control,72,53,86,Strong Institutional Signal,4,16,Refinancing opportunity,Priority Asset Watch,Review immediately,"4 source file(s), 16 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-014,PRJ-20260520-0079,"Disposition / Exit - New York - Kislak Negotiates $6.8M Sale of Apartment Building in North Bergen, New Jersey",New York,Manhattan,Unknown,Apartment,Delivery / Opening,72,32,85,Strong Institutional Signal,4,10,Institutional capital movement,Priority Asset Watch,Review immediately,"4 source file(s), 10 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-015,PRJ-20260520-0119,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,San Francisco,Unknown,Affordable Housing,Planning Filed,62,38,85,Strong Institutional Signal,5,9,Entitlement progression,Priority Asset Watch,Review immediately,"5 source file(s), 9 observation(s), latest stage Planning Filed, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-016,PRJ-20260520-0050,Disposition / Exit - Sun Belt - Institutional Property Advisors Brokers Luxury Apartment Sale in Dallas,Sun Belt,Dallas,Unknown,Apartment,Unknown Stage,66,31,84,Institutional Watch,4,8,LA urban infill opportunity,Priority Asset Watch,Maintain on strategic radar,"4 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-018,PRJ-20260520-0125,"General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",Southeast,Southeast,Unknown,Mixed-Use Residential,Delivery / Opening,65,23,84,Institutional Watch,6,6,Institutional capital movement,Strategic Asset Watch,Maintain on strategic radar,"6 source file(s), 6 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-017,PRJ-20260520-0153,Disposition / Exit - Texas - LifeCare Sells Texas Luxury Multifamily Senior Community in Tyler Texas,Texas,Texas,Unknown,Apartment,Site Acquisition / Site Control,56,28,84,Institutional Watch,6,13,Senior housing growth,Strategic Asset Watch,Maintain on strategic radar,"6 source file(s), 13 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-019,PRJ-20260520-0081,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Sun Belt,Miami,PMG,Apartment,Unknown Stage,83,46,83,Institutional Watch,4,4,Construction start pipeline,Strategic Asset Watch,Monitor construction execution,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-020,PRJ-20260520-0071,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,California,Los Angeles,Unknown,Affordable Housing,Delivery / Opening,86,66,82,Institutional Watch,4,27,Construction start pipeline,Priority Asset Watch,Monitor construction execution,"4 source file(s), 27 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-021,PRJ-20260520-0078,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,New York,Manhattan,UDR,Multifamily,Unknown Stage,82,24,82,Institutional Watch,4,4,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,HCW-20260520-022,PRJ-20260520-0044,"Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Sun Belt,Charlotte,BGO,General Residential,Unknown Stage,56,18,81,Institutional Watch,4,4,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
