run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Blackstone,Blackstone,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-20,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,2
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Hines,JLL,Financing Relationship,New York,Refinancing,2026-05-19,2026-05-20,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Accelerating,4
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,JLL,JLL,Financing Relationship,California,Construction Financing,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Accelerating,3
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Los Angeles,Sun Belt,Acquisition / Buyer,Sun Belt,Acquisition,2026-05-19,2026-05-20,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Accelerating,6
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Los Angeles,Los Angeles,Market Expansion,Los Angeles,Office-to-Residential Conversion,2026-05-19,2026-05-20,9,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Accelerating,5
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Los Angeles,Los Angeles,Entitlement / Permitting,Los Angeles,Entitlement / Permitting,2026-05-19,2026-05-20,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,3
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,New York,New York,Financing Relationship,New York,Refinancing,2026-05-19,2026-05-19,5,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,PMG,Sun Belt,Financing Relationship,Sun Belt,Construction Financing,2026-05-19,2026-05-20,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,3
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Sun Belt,Disposition / Seller,Sun Belt,Disposition / Exit,2026-05-19,2026-05-20,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,4
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Sun Belt,Development Activity,Sun Belt,Development Start,2026-05-19,2026-05-20,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Accelerating,4
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Sun Belt,Acquisition / Buyer,Sun Belt,Acquisition,2026-05-19,2026-05-20,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,4
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Sun Belt,Market Expansion,Sun Belt,BTR / Build-to-Rent,2026-05-19,2026-05-20,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,5
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Sun Belt,Financing Relationship,Sun Belt,Construction Financing,2026-05-19,2026-05-20,7,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Accelerating,5
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Wood Partners,Sun Belt,Disposition / Seller,Sun Belt,Disposition / Exit,2026-05-19,2026-05-20,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,3
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Hines,hines,Financing Relationship,New York,Refinancing,2026-05-19,2026-05-20,3,99,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Accelerating,2
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Hines,New York,Financing Relationship,New York,Refinancing,2026-05-19,2026-05-20,3,95,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Accelerating,2
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,California,California,Market Expansion,California,General Project Signal,2026-05-19,2026-05-20,4,93,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Los Angeles,California,Disposition / Seller,California,Disposition / Exit,2026-05-19,2026-05-19,3,90,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Sun Belt,Entitlement / Permitting,Sun Belt,Entitlement / Permitting,2026-05-19,2026-05-20,4,90,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,2
