run_timestamp,component,error_type,error_message,severity,recommended_fix
2026-05-19 02:17:00,Multi-Housing News,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,GlobeSt,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,The Real Deal,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,PERE,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Urban Land Institute,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,NMHC News,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Freddie Mac Multifamily,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Fannie Mae Multifamily,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,MBA Commercial / Multifamily,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Walker & Dunlop Insights,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Berkadia Research,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,CBRE Multifamily / Living Sector,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,JLL Living / Multifamily,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Cushman & Wakefield Multifamily,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Marcus & Millichap Research,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Greystar Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Kennedy Wilson Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Related Companies Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Related California Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Hines Newsroom,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Mill Creek Residential Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Trammell Crow Residential Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Toll Brothers Apartment Living Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Crescent Communities Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,AvalonBay Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Essex Property Trust Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Camden Property Trust Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,UDR Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,MAA Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Equity Residential Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Brookfield Real Estate,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,LA Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Los Angeles City Planning,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,California HCD,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,California YIMBY,Failed,RSS parsing issue,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Urbanize California,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,CRE Daily,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Institutional Property Advisors,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,JLL Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,CBRE Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Cushman & Wakefield Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Marcus & Millichap Newsroom,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Dallas Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Austin Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,South Florida Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Phoenix Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Atlanta Business Chronicle,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Charlotte Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Los Angeles Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,San Francisco Business Times,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Orange County Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
2026-05-19 02:17:00,Denver Business Journal,Placeholder,Source URL not yet confirmed,Warning,Review or replace this source URL if it is important.
