run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Los Angeles,Affordable Housing,14,10,6,83.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,California,Affordable Housing,13,7,6,74.7,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Sun Belt,Apartment,25,19,12,81.3,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,National / Other,Multifamily,29,15,11,74.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,New York,Apartment,11,7,8,80.8,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Southeast,Apartment,11,6,6,75.4,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Texas,Apartment,7,5,4,76.1,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Florida,Apartment,5,5,2,93.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Phoenix,BTR / Single-Family Rental,4,4,1,89.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Arizona,Apartment,3,3,1,92.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Seattle,Apartment,2,2,1,100.0,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Dallas,Multifamily,2,2,1,79.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-20,20260520-040606-6613d3b9,2026-05-20 04:06:06,Austin,Affordable Housing,3,2,0,78.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
