run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Miami,Florida,7,7,0,7,4,7,Apartment,Construction Financing,General Entitlement Signal,Mixed-use corridor,100,97,20,Strategic watch submarket,Monitor refinancing / distress pipeline,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami; Acquisition - Miami / Florida - Pembroke Pines Rental Asset Trades for $80.5M; Avalon Bay Planning Apartments, Retail in South Miami; Berkadia Arranges $12.6M Refinancing of Rich Properties Multifamily Rental Community in Fort Myers Florida; Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,New York,New York,6,4,2,4,3,4,Apartment,Construction Financing,CEQA / Environmental Review,Office conversion corridor,100,89,45,Strategic watch submarket,Monitor entitlement precedent,"$45M Loan Finances Construction of Harlem Condo High-Rise; Apartment Rents In Manhattan, Brooklyn Again Hit New All-Time Highs; Construction Financing - New York - $45M Loan Finances Construction of Harlem Condo High-Rise; Construction Financing - New York - Ground up Multifamily Residential Building at 264-272 West 135th Street will Bring 72 Resi...; Construction Financing - New York City / New York - Slate, RiseBoro Land $163M Loan for Two Williamsburg Housing Projects"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Los Angeles,Los Angeles,7,6,6,0,0,0,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,100,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,157-unit affordable housing complex rising at 7408 S. Figueroa Street; AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena; Affordable housing commences work at 5637 S. Broadway; Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle; Affordable housing starts work at 11031 Aqua Vista Street in Studio City
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Dallas,Texas,4,4,1,4,0,1,Apartment,General Project Signal,Office-to-Residential Conversion,University-adjacent; Office conversion corridor,100,15,45,Strategic watch submarket,Monitor entitlement precedent,"$100M Luxury Apartment Complex Slated Near Highland Park; Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Housing Portfolio; General Project Signal - Dallas / Texas - $100M Luxury Apartment Complex Slated Near Highland Park; General Project Signal - Dallas / Texas - Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Hous...; General Project Signal - Dallas / Texas - Sundance Bay Snags $95.7M Financing on Two Texas Rental Communities"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Atlanta,Southeast,6,5,0,5,0,3,Apartment,Development Start,General Entitlement Signal,Mixed-use corridor,100,0,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Atlanta / Georgia - Lion Real Estate Picks Up Atlanta Apartments for $51M; BTR / Build-to-Rent - Atlanta / Georgia - New Housing Law To Send Institutional Investors Flocking To Build-To-Rent; Developer Duo Adding 350 Apartments to Dunwoody Mixed-Use Project; Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project; Disposition / Exit - Atlanta / Georgia - UDR Offloads Nashville Apartments After 31-Year Hold
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Riverside,Inland Empire,2,2,0,2,1,1,Apartment,Refinancing,General Entitlement Signal,General submarket monitoring,93,50,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine; PCCP Provides $61M to Refinance 287-Unit DC Apartment Community; Refinancing - Riverside / California - PCCP Provides $61M to Refinance 287-Unit DC Apartment Community
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Pasadena,Los Angeles,1,1,1,1,0,1,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,68,11,30,High relevance to Woomi site strategy,Monitor entitlement precedent,AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena; Entitlement / Permitting - Washington DC - AMLI Residential plans 975 new homes at 100 West Walnut in Pasadena
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Phoenix,Arizona,2,2,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,65,0,20,Strategic watch submarket,Review potential acquisition pipeline,320-Unit Gilbert Apartment Community Trades to Camden; Acquisition - Phoenix / Arizona - 320-Unit Gilbert Apartment Community Trades to Camden; Disposition / Exit - Phoenix / Arizona - Rise48 Equity Acquires N. Phoenix Rental Community; Rise48 Equity Acquires N. Phoenix Rental Community
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Silver Lake,Los Angeles,1,1,1,1,0,0,Affordable Housing,Disposition / Exit,Entitlement Approval,General submarket monitoring,64,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Disposition / Exit - Los Angeles / California - Silver Lake Development Parcel Increases Density Through Re-Entitlement; Silver Lake Development Parcel Increases Density Through Re-Entitlement
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Downtown Los Angeles,Los Angeles,1,1,0,1,0,0,Multifamily,General Project Signal,General Entitlement Signal,Downtown infill,55,0,30,High relevance to Woomi site strategy,Monitor only,Can One Giant Project Change the Narrative Around Downtown Los Angeles?; General Project Signal - Los Angeles / California - Can One Giant Project Change the Narrative Around Downtown Los Angeles?
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Irvine,Orange County,1,1,0,1,0,0,Affordable Housing,JV / Partnership,General Entitlement Signal,General submarket monitoring,55,0,30,High relevance to Woomi site strategy,Monitor only,C&C Development Opens Affordable Housing in Irvine; JV / Partnership - Riverside / California - C&C Development Opens Affordable Housing in Irvine
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Houston,Texas,1,1,0,1,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,52,0,20,Strategic watch submarket,Track local GP / sponsor activity,"Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Housing Portfolio; General Project Signal - Dallas / Texas - Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Hous..."
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Nashville,Southeast,1,1,0,1,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,52,0,20,Strategic watch submarket,Track local GP / sponsor activity,Disposition / Exit - Atlanta / Georgia - UDR Offloads Nashville Apartments After 31-Year Hold; UDR Offloads Nashville Apartments After 31-Year Hold
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,San Francisco,National / Other,0,2,2,0,0,0,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,40,15,30,General monitoring,Monitor entitlement precedent,"Entitlement / Permitting - San Francisco / California - Formal Application For Empire Theater Redevelopment in West Portal, San Francisco; Entitlement / Permitting - San Francisco / California - Preliminary Permits Resubmitted For 1234 Great Highway, San Francisco"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,San Jose,National / Other,0,1,1,0,0,0,Apartment,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,31,15,30,General monitoring,Monitor entitlement precedent,"Entitlement / Permitting - California - Meeting Tomorrow For 470 West San Carlos Street, San Jose"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Virginia,National / Other,0,1,1,0,0,0,Apartment,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,30,15,45,General monitoring,Monitor entitlement precedent,Office-to-Residential Conversion - Washington DC - NewPoint Originates $35M Financing for Arlington Hotel-to-Multifamily Conversion
