run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,opportunity_id,deal_fingerprint_id,duplicate_cluster_id,opportunity_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,source_article_title,source,url,opportunity_score,opportunity_uniqueness_score,event_materiality_score,repeat_coverage_score,institutional_confirmation_score,opportunity_priority_label,evidence_signals,why_it_matters,potential_woomi_angle,recommended_next_action,confidence_level
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0050,"Acquisition - California - CBRE Brokers $77.5M Sale of Apartment Community in Oceanside, California",100,OPP-20260715-001,DFP-29BF9EF732,DCL-20260715-001,Acquisition Opportunity,California,Apartment,CBRE,CBRE,"Acquisition - California - CBRE Brokers $77.5M Sale of Apartment Community in Oceanside, California","CBRE Brokers $77.5M Sale of Apartment Community in Oceanside, California",REBusiness Online,https://rebusinessonline.com/cbre-brokers-77-5m-sale-of-apartment-community-in-oceanside-california/,92,100,96,25,100,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0050,"Acquisition - California - CBRE Brokers $77.5M Sale of Apartment Community in Oceanside, California",100,OPP-20260715-002,DFP-7703E675CF,DCL-20260715-002,LA / California Entitlement Opportunity,California,Apartment,CBRE,CBRE,Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,Garden-Style Apartments Go for $78M in North County San Diego,Connect CRE Apartments,https://www.connectcre.com/stories/garden-style-apartments-go-for-78m-in-north-county-san-diego/,91,100,93,25,100,Immediate Opportunity Watch,Disposition / Exit,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,Low
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0049,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,100,OPP-20260715-009,DFP-6776EE5E57,DCL-20260715-009,Acquisition Opportunity,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,89,100,90,25,96,Immediate Opportunity Watch,Acquisition; acquisition; value-add,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,High
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0067,Construction Financing - Florida - JLL Arranges $76.8M Construction Loan for Multifamily Development in Jacksonville Beach,100,OPP-20260715-005,DFP-F602E1797E,DCL-20260715-005,Construction Financing Gap,Florida,Apartment,JLL,JLL,Construction Financing - Florida - JLL Arranges $76.8M Construction Loan for Multifamily Development in Jacksonville Beach,JLL Arranges $76.8M Construction Loan for Multifamily Development in Jacksonville Beach,REBusiness Online,https://rebusinessonline.com/jll-arranges-76-8m-construction-loan-for-multifamily-development-in-jacksonville-beach/,89,100,91,25,97,Immediate Opportunity Watch,Construction Financing; construction loan,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0104,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,100,OPP-20260715-006,DFP-0429255F69,DCL-20260715-006,Construction Financing Gap,Miami / Florida,Mixed-Use Residential,JLL,JLL,Construction Financing - Miami / Florida - S3 Originates $111M Construction Loan for Edgewater Rental Community,S3 Originates $111M Construction Loan for Edgewater Rental Community,Connect CRE South Florida,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/,88,100,91,25,97,Immediate Opportunity Watch,Construction Financing; construction loan,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0100,Refinancing - Miami / Florida - Berkadia Arranges $12.6M Refinancing of Rich Properties Multifamily Rental Community in Fo...,100,OPP-20260715-008,DFP-EAECCAFA4E,DCL-20260715-008,Refinancing Gap,Miami / Florida,Multifamily,Berkadia,Berkadia,Refinancing - Miami / Florida - Berkadia Arranges $12.6M Refinancing of Rich Properties Multifamily Rental Community in Fo...,Berkadia Arranges $12.6M Refinancing of Rich Properties Multifamily Rental Community in Fort Myers Florida,Yield PRO,https://yieldpro.com/2026/07/mirage-bay/,88,100,91,25,97,Immediate Opportunity Watch,Refinancing; refinancing,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0144,Refinancing - Riverside / California - PCCP Provides $61M to Refinance 287-Unit DC Apartment Community,100,OPP-20260715-012,DFP-F4AA91D5E4,DCL-20260715-012,Refinancing Gap,Riverside / California,Apartment,Kennedy Wilson,pgim,Refinancing - Riverside / California - PCCP Provides $61M to Refinance 287-Unit DC Apartment Community,PCCP Provides $61M to Refinance 287-Unit DC Apartment Community,Connect CRE Apartments,https://www.connectcre.com/stories/pccp-provides-61m-to-refinance-287-unit-dc-apartment-community/,87,100,86,25,95,Immediate Opportunity Watch,Refinancing; refinancing,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in Riverside / California.","Track potential rescue capital, debt recapitalization, or capital partner opening",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0099,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",100,OPP-20260715-004,DFP-DB5E52C77E,DCL-20260715-004,Acquisition Opportunity,Miami / Florida,Mixed-Use Residential,AvalonBay,cushman,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami","Avalon Bay Planning Apartments, Retail in South Miami",Connect CRE South Florida,https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,85,100,91,25,99,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Miami / Florida.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0122,Acquisition - Other / Unknown - Berkadia Arranges $35.55M Sale and Financing of Legacy East Bay Multifamily Portfolio,100,OPP-20260715-010,DFP-CFBDB7F63E,DCL-20260715-010,Acquisition Opportunity,Other / Unknown,Multifamily,Berkadia,Berkadia,Acquisition - Other / Unknown - Berkadia Arranges $35.55M Sale and Financing of Legacy East Bay Multifamily Portfolio,Berkadia Arranges $35.55M Sale and Financing of Legacy East Bay Multifamily Portfolio,Yield PRO,https://yieldpro.com/2026/07/creekside-terrace/,84,100,90,25,97,Immediate Opportunity Watch,Acquisition; acquisition,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in Other / Unknown.","Use as a possible acquisition, pricing, or distressed basis benchmark",Add to executive opportunity review,Medium
2026-07-15,20260715-235936-5ac8e905,PRJ-20260715-0060,"General Project Signal - Dallas / Texas - Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Hous...",100,OPP-20260715-007,DFP-275AB6D16B,DCL-20260715-007,Affordable / Workforce Housing Opportunity,Dallas / Texas,Affordable Housing,Greystone,cushman,"General Project Signal - Dallas / Texas - Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Hous...","Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Housing Portfolio",REBusiness Online,https://rebusinessonline.com/cushman-wakefield-arranges-95-7m-in-financing-for-metro-houston-dallas-affordable-housing-portfolio/,83,100,91,25,91,Immediate Opportunity Watch,General Project Signal,"Affordable / Workforce Housing Opportunity may create a pricing, capital, partnership, or pipeline opening in Dallas / Texas.","Monitor public-private, LIHTC, or workforce housing partnership angle",Add to executive opportunity review,Low
