run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-004,San Jose,"Entitlement / Permitting - California - Meeting Tomorrow For 470 West San Carlos Street, San Jose",Unknown,Apartment,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Meeting Tomorrow For 470 West San Carlos Street, San Jose",https://sfyimby.com/2026/07/meeting-tomorrow-for-470-west-san-carlos-street-san-jose.html,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-001,Los Angeles,"Apartment Rents In Manhattan, Brooklyn Again Hit New All-Time Highs",,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Monitor local sponsor activity,"Review CEQA status, appeal risk, and approval timeline","Apartment Rents In Manhattan, Brooklyn Again Hit New All-Time Highs",https://www.bisnow.com/new-york/news/multifamily/nyc-apartment-rents-reach-all-time-high-fueled-by-fierce-competition-135411,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-002,Los Angeles,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,,Affordable Housing,Building Permit / Construction Permit,Permitted,30,55,52,General LA / California monitoring,Watch affordable housing requirement,Monitor construction-ready pipeline and sponsor execution,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-003,Los Angeles,Affordable housing commences work at 5637 S. Broadway,,Affordable Housing,Entitlement Approval,Approved / Entitled,30,55,52,General LA / California monitoring,Watch affordable housing requirement,Monitor construction-ready pipeline and sponsor execution,Affordable housing commences work at 5637 S. Broadway,https://la.urbanize.city/post/affordable-housing-commences-work-5637-s-broadway,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-005,Dallas,Office-to-Residential Conversion - Dallas / Texas - StreetLights Advancing Apartment Venture at Former Plano Office Campus,Unknown,Mixed-Use Residential,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",StreetLights Advancing Apartment Venture at Former Plano Office Campus,https://www.connectcre.com/stories/streetlights-advancing-apartment-venture-at-former-plano-office-campus/,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-006,Los Angeles,R.D. Olson Construction Builds Affordable Developments Advancing Warner Center 2035 Plan in Woodland Hills California,Unknown,Affordable Housing,Zoning / Rezoning,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",R.D. Olson Construction Builds Affordable Developments Advancing Warner Center 2035 Plan in Woodland Hills California,https://yieldpro.com/2026/07/the-vale-at-alcove/,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-007,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing starts work at 11031 Aqua Vista Street in Studio City,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-008,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing underway at 1035 S. Crenshaw Blvd.,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing underway at 1035 S. Crenshaw Blvd.,https://la.urbanize.city/post/affordable-housing-underway-1035-s-crenshaw-blvd,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,https://la.urbanize.city/post/affordable-housing-reaches-its-peak-1747-stoner-ave-sawtelle,Low
2026-07-15,20260715-235936-5ac8e905,LAW-20260715-010,Los Angeles,Silver Lake Development Parcel Increases Density Through Re-Entitlement,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Silver Lake Development Parcel Increases Density Through Re-Entitlement,https://www.connectcre.com/stories/silver-lake-development-parcel-increases-density-through-re-entitlement/,Low
