run_date,run_id,la_lifecycle_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,current_lifecycle_stage,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,potential_woomi_site_strategy,recommended_local_follow_up,evidence_signals,source_article_title,url,confidence_level
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-001,Refinancing - Riverside / California - PCCP Provides $61M to Refinance 287-Unit DC Apartment Community,California,Kennedy Wilson,Apartment,Refinancing / Recapitalization,49,100,Unknown Timing,Low,High,Review acquisition / JV timing,"Review lender exposure, sponsor stress, and possible JV or rescue-capital angle",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,PCCP Provides $61M to Refinance 287-Unit DC Apartment Community,https://www.connectcre.com/stories/pccp-provides-61m-to-refinance-287-unit-dc-apartment-community/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-002,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,Bascom Group,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Bascom Acquires Buena Park Apartments as Value-Add Deal,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-003,"Acquisition - California - CBRE Brokers $77.5M Sale of Apartment Community in Oceanside, California",Southern California,CBRE,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"CBRE Brokers $77.5M Sale of Apartment Community in Oceanside, California",https://rebusinessonline.com/cbre-brokers-77-5m-sale-of-apartment-community-in-oceanside-california/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-004,Disposition / Exit - California - Garden-Style Apartments Go for $78M in North County San Diego,California,CBRE,Apartment,Unknown Stage,23,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Garden-Style Apartments Go for $78M in North County San Diego,https://www.connectcre.com/stories/garden-style-apartments-go-for-78m-in-north-county-san-diego/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-005,"Acquisition - Miami / Florida - Avalon Bay Planning Apartments, Retail in South Miami",Los Angeles,AvalonBay,Mixed-Use Residential,Unknown Stage,21,100,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,"Avalon Bay Planning Apartments, Retail in South Miami",https://www.connectcre.com/stories/avalon-bay-planning-apartments-retail-in-south-miami/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-006,Development Start - Atlanta / Georgia - Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,CIM Group,Mixed-Use Residential,Construction Ready,13,100,Unknown Timing,Low,Medium,Watch construction-ready pipeline,"Monitor permit status, financing, and construction-start readiness",Construction Ready; Development Start; No explicit timing reference,Financing Secured for Centennial Yards Mixed-Use Project,https://www.connectcre.com/stories/financing-secured-for-centennial-yards-mixed-use-project/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-007,Financing Secured for Centennial Yards Mixed-Use Project,Los Angeles,CIM Group,Mixed-Use Residential,Site Acquisition / Site Control,10,100,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Financing Secured for Centennial Yards Mixed-Use Project,https://www.connectcre.com/stories/financing-secured-for-centennial-yards-mixed-use-project/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-008,Disposition / Exit - Atlanta / Georgia - UDR Offloads Nashville Apartments After 31-Year Hold,Los Angeles,UDR,Apartment,Unknown Stage,21,99,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,UDR Offloads Nashville Apartments After 31-Year Hold,https://www.connectcre.com/stories/covenant/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-009,"General Project Signal - Dallas / Texas - Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Hous...",Los Angeles,Greystone,Affordable Housing,Unknown Stage,21,99,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,"Cushman & Wakefield Arranges $95.7M in Financing for Metro Houston, Dallas Affordable Housing Portfolio",https://rebusinessonline.com/cushman-wakefield-arranges-95-7m-in-financing-for-metro-houston-dallas-affordable-housing-portfolio/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-010,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,Los Angeles,,Affordable Housing,Building Permit / Construction Permit,10,99,Unknown Timing,Low,Low,Monitor permit issuance,"Monitor permit status, financing, and construction-start readiness",Building Permit / Construction Permit; Construction permit signal; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing starts work at 11031 Aqua Vista Street in Studio City,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-011,Garden-Style Apartments Go for $78M in North County San Diego,California,CBRE,Apartment,Unknown Stage,23,97,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; 2026,Garden-Style Apartments Go for $78M in North County San Diego,https://www.connectcre.com/stories/garden-style-apartments-go-for-78m-in-north-county-san-diego/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-012,"Construction Financing - Miami / Florida - Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",Los Angeles,IPA,Apartment,Unknown Stage,43,96,Unknown Timing,Unknown,Unknown,Monitor only,Monitor lifecycle status for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Fort Lauderdale Developer Inks Financing for Condos, Apartments, Retail",https://www.connectcre.com/stories/fort-lauderdale-developer-inks-financing-for-condos-apartments-retail/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-013,"Meeting Tomorrow For 470 West San Carlos Street, San Jose",Los Angeles,,Apartment,Site Acquisition / Site Control,12,89,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; 2026,"Meeting Tomorrow For 470 West San Carlos Street, San Jose",https://sfyimby.com/2026/07/meeting-tomorrow-for-470-west-san-carlos-street-san-jose.html,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-014,"Slate, RiseBoro Land $163M Loan for Two Williamsburg Housing Projects",Los Angeles,Two Williamsburg Housing Projects Residential,Affordable Housing,Site Acquisition / Site Control,25,88,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Slate, RiseBoro Land $163M Loan for Two Williamsburg Housing Projects",https://commercialobserver.com/2026/07/slate-riseboro-163m-loan-178-montrose-73-meserole-williamsburg/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-015,Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,Los Angeles,,Affordable Housing,Site Acquisition / Site Control,10,88,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing reaches its peak at 1747 Stoner Ave. in Sawtelle,https://la.urbanize.city/post/affordable-housing-reaches-its-peak-1747-stoner-ave-sawtelle,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-016,Disposition / Exit - Los Angeles / California - Silver Lake Development Parcel Increases Density Through Re-Entitlement,Los Angeles,Unknown,Affordable Housing,Site Acquisition / Site Control,21,87,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; No explicit timing reference,Silver Lake Development Parcel Increases Density Through Re-Entitlement,https://www.connectcre.com/stories/silver-lake-development-parcel-increases-density-through-re-entitlement/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-017,157-unit affordable housing complex rising at 7408 S. Figueroa Street,Los Angeles,,Affordable Housing,Vertical Construction,10,87,Unknown Timing,Low,Low,Monitor only,Track construction progress and delivery timeline,Vertical Construction; Affordable / Density Bonus Strategy; No explicit timing reference,157-unit affordable housing complex rising at 7408 S. Figueroa Street,https://la.urbanize.city/post/157-unit-affordable-housing-complex-rising-7408-s-figueroa-street,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-018,General Project Signal - Los Angeles / California - 157-unit affordable housing complex rising at 7408 S. Figueroa Street,Los Angeles,Unknown,Affordable Housing,Vertical Construction,24,86,Unknown Timing,Low,Low,Monitor only,Track construction progress and delivery timeline,Vertical Construction; Affordable / Density Bonus Strategy; No explicit timing reference,157-unit affordable housing complex rising at 7408 S. Figueroa Street,https://la.urbanize.city/post/157-unit-affordable-housing-complex-rising-7408-s-figueroa-street,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-019,"BTR / Build-to-Rent - Other / Unknown - Greystar Reveals Plans For 20,000-Home Garden-Style BTR Push",Los Angeles,Greystar,BTR / Single-Family Rental,Early Site Signal,13,85,Unknown Timing,Low,Low,Monitor only,Monitor lifecycle status for repeated confirmation,Early Site Signal; General Asset Signal; No explicit timing reference,"Greystar Reveals Plans For 20,000-Home Garden-Style BTR Push",https://www.bisnow.com/london/news/affordable-housing/greystar-ups-living-investment-with-plans-for-garden-style-cambridgeshire-development-135425,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-020,Silver Lake Development Parcel Increases Density Through Re-Entitlement,Los Angeles,Unknown,Affordable Housing,Site Acquisition / Site Control,21,84,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; 2026,Silver Lake Development Parcel Increases Density Through Re-Entitlement,https://www.connectcre.com/stories/silver-lake-development-parcel-increases-density-through-re-entitlement/,High
2026-07-15,20260715-235936-5ac8e905,LALC-20260715-021,"Greenstone Partners Negotiates $4M Sale of Apartment, Retail Building in Chicago",Los Angeles,Greenstone Partners,Apartment,Site Acquisition / Site Control,13,84,Unknown Timing,Low,Low,Review acquisition / JV timing,Monitor lifecycle status for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Greenstone Partners Negotiates $4M Sale of Apartment, Retail Building in Chicago",https://rebusinessonline.com/greenstone-partners-negotiates-4m-sale-of-apartment-retail-building-in-chicago/,High
