run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Apartment,33,22,15,26,86.4,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Affordable Housing,14,11,6,12,90.6,Los Angeles / California,Developer Strategy,Greystone,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Multifamily,20,6,5,13,70.5,Other / Unknown,Developer Strategy,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,BTR / Single-Family Rental,4,1,1,4,70.8,Other / Unknown,Developer Strategy,Greystar,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Student Housing,2,0,0,1,60.0,Other / Unknown,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Mixed-Use Residential,5,4,3,5,97.2,Miami / Florida,Developer Strategy,CIM Group,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Senior Housing,1,1,1,1,85.0,Connecticut,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,General Residential,0,0,0,0,0,None detected,None detected,None detected,General residential market monitoring,Low Priority Sector,Monitor only
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-15,20260715-235936-5ac8e905,2026-07-15 23:59:36,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
