run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0149,"Acquisition - California - CBRE Arranges $21M Sale of Tournament Patio Apartments in Torrance, California",100,2026-08-28 06:47:39,art_a2064804066f9d5c,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Acquisition - California - CBRE Arranges $21M Sale of Tournament Patio Apartments in Torrance, California",Acquisition,Apartment,Apartment,California,Southern California,California,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,California,60 apartments,$21M; $21M; $21 million,,$21M,,,,,,,,100,High Deal Intelligence,Pricing benchmark,"CBRE Arranges $21M Sale of Tournament Patio Apartments in Torrance, California",REBusiness Online,https://rebusinessonline.com/cbre-arranges-21m-sale-of-tournament-patio-apartments-in-torrance-california/,100,DFP-7F1F6EAA81,100,"Acquisition - Acquisition - California - CBRE Arranges $21M Sale of Tournament Patio Apartments in Torrance, California",Acquisition - CBRE - California,DCL-20260828-001,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0052,Acquisition - California - Vivmark Residential Acquires California Multifamily Portfolio for $742M,100,2026-08-28 06:47:39,art_b2a21057b76a582f,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - California - Vivmark Residential Acquires California Multifamily Portfolio for $742M,Acquisition,Apartment,Apartment,California,California,California,AvalonBay,AvalonBay,equity residential,Unknown,Unknown,equity residential,equity residential,California,"1,843 units",$742M; $742M; $742m,,$742M,,,,,,,,100,High Deal Intelligence,Pricing benchmark,Vivmark Residential Acquires California Multifamily Portfolio for $742M,Commercial Observer,https://commercialobserver.com/2026/08/vivmark-residential-california-multifamily-portfolio-742m/,100,DFP-03F2F9EBA4,90,Acquisition - Acquisition - California - Vivmark Residential Acquires California Multifamily Portfolio for $742M,Acquisition - AvalonBay - California,DCL-20260828-002,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0051,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",100,2026-08-28 06:47:39,art_ec3ebb15c7a6967a,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",JV / Partnership,Senior Housing,Senior Housing,California,California,California,Alliance Residential,Alliance Residential,Unknown,jll,JLL,Unknown,Unknown,California,545 units,,,,,,,,,completed,,93,High Deal Intelligence,GP partnership reference,"JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",Connect CRE California,https://www.connectcre.com/stories/jv-of-affinius-alliance-residential-divests-norcal-seniors-housing-duo/,100,DFP-5150E25F5B,90,"JV / Partnership - JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",JV / Partnership - Alliance Residential - California,DCL-20260828-003,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0056,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,100,2026-08-28 06:47:39,art_22a15f6c44643113,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership,Apartment,Apartment,California,California,California,Fannie Mae,Fannie Mae,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,California,,$58; $58,$58,,,,,,,,,90,High Deal Intelligence,Capital market signal,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Connect CRE Orange County,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,91,DFP-B273300EB5,90,JV / Partnership - JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership - Fannie Mae - California,DCL-20260828-004,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0124,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,100,2026-08-28 06:47:39,art_9a98d3f2632c53f4,valid,Development Activity,GP / Capital Activity,acceptable_repeat,70,open,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Construction Financing,Apartment,Apartment,Phoenix / Arizona,Phoenix,Unknown,Berkadia,Berkadia,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$35 million; $35 million,$35 million,,,,,,,,,85,High Deal Intelligence,Capital market signal,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Connect CRE South Florida,https://www.connectcre.com/stories/princeton-developer-obtains-financing-for-phase-iii-of-374-unit-rental-community/,100,DFP-2AE4DD793E,90,Construction Financing - Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Construction Financing - Berkadia - Berkadia - Sun Belt,DCL-20260828-005,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0058,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,100,2026-08-28 06:47:39,art_66eb7cb15b1404e3,valid,Development Activity,GP / Capital Activity,repeat_penalized,48,open,JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,JV / Partnership,Apartment,Apartment,California,California,California,IPA,IPA,Unknown,Unknown,Unknown,Unknown,Unknown,California,,$33.6 million; $33.6 million,,$33.6 million,,,,,,,,84,High Deal Intelligence,Pricing benchmark,JV Acquires Value-Add Escondido Multifamily,Connect CRE California,https://www.connectcre.com/stories/jv-acquires-value-add-escondido-multifamily/,96,DFP-B4AEA69005,80,JV / Partnership - JV / Partnership - California - JV Acquires Value-Add Escondido Multifamily,JV / Partnership - IPA - California,DCL-20260828-006,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0050,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,100,2026-08-28 06:47:39,art_f8380cd79a309afb,suspicious_duplicate,Development Activity,GP / Capital Activity,repeat_penalized,46,access_limited,JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,JV / Partnership,Apartment,Apartment,California,California,California,Affinius Capital,Affinius Capital,Unknown,Unknown,Unknown,Unknown,Unknown,California,408 apartments,,,,,,,,,broke ground,,83,High Deal Intelligence,GP partnership reference,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,Urbanize LA,https://la.urbanize.city/post/408-apartments-rise-2828-n-mainplace-dr-santa-ana,93,DFP-F4073D0B19,80,JV / Partnership - JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana,JV / Partnership - Affinius Capital - California,DCL-20260828-007,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0049,Acquisition - New York City / New York - T30 Capital Sells East Williamsburg Loft Building at 59 Bogart Street for $30M,100,2026-08-28 06:47:39,art_4cfaf2c5e72f4d98,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - New York City / New York - T30 Capital Sells East Williamsburg Loft Building at 59 Bogart Street for $30M,Acquisition,Multifamily,Multifamily,New York City / New York,Brooklyn,Unknown,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,New York,,$30M; $30M; $30m,,$30m,,,,,,,,78,Useful Deal Signal,Pricing benchmark,T30 Capital Sells East Williamsburg Loft Building at 59 Bogart Street for $30M,Commercial Observer,https://commercialobserver.com/2026/08/t30-capital-sells-59-bogart-street-jo-ann-obergfell/,80,DFP-93939F9856,90,Acquisition - Acquisition - New York City / New York - T30 Capital Sells East Williamsburg Loft Building at 59 Bogart Street for $30M,Acquisition - CBRE - New York,DCL-20260828-008,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0154,Development Start - Virginia - Bonaventure Breaks Ground On $93.3M Multifamily Development in Virginia Backed By $79.9 Mi...,100,2026-08-28 06:47:39,art_449587caad6289d9,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Development Start - Virginia - Bonaventure Breaks Ground On $93.3M Multifamily Development in Virginia Backed By $79.9 Mi...,Development Start,Multifamily,Multifamily,Virginia,Virginia,Unknown,Walker & Dunlop,Walker & Dunlop,Unknown,walker & dunlop,walker & dunlop,Unknown,Unknown,Virginia,,$93.3M; $79.9 Million; $93.3 million,$93.3M,,,,,,,,,78,Useful Deal Signal,Capital market signal,Bonaventure Breaks Ground On $93.3M Multifamily Development in Virginia Backed By $79.9 Million HUD Loan,Yield PRO,https://yieldpro.com/2026/08/attain-at-swift-creek/,79,DFP-4DE9BF5F1B,90,Development Start - Development Start - Virginia - Bonaventure Breaks Ground On $93.3M Multifamily Development in Virginia Backed By $79.9 Mi...,Development Start - Walker & Dunlop - Virginia,DCL-20260828-009,1
2026-08-28,20260828-064739-a33475f2,PRJ-20260828-0077,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,100,2026-08-28 06:47:39,art_f78b261433fe5d80,valid,Development Activity,GP / Capital Activity,acceptable_repeat,78,open,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,Refinancing,Apartment,Apartment,Los Angeles / California,Los Angeles,California,Bascom Group,Bascom Group,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,,$8.5; $8.5,$8.5,,,,,,,completed,,77,Useful Deal Signal,Capital market signal,Bascom Refis Historic Apartments in LA’s Westlake District,Connect CRE Apartments,https://www.connectcre.com/stories/bascom-refis-historic-apartments-in-las-westlake-district/,100,DFP-2BA04A1566,80,Refinancing - Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,Refinancing - Bascom Group - Los Angeles,DCL-20260828-010,1
