run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Apartment,39,28,10,30,85.8,Other / Unknown,Developer Strategy,AvalonBay,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Multifamily,18,6,5,12,67.4,Other / Unknown,Developer Strategy,CBRE,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Affordable Housing,6,4,3,6,87.0,Santa Monica / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Student Housing,2,2,1,1,75.0,Texas,Supply Pressure,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Workforce Housing,1,1,0,1,88.0,Other / Unknown,Financing Risk,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Mixed-Use Residential,7,7,1,6,88.4,Houston / Texas,Developer Strategy,JLL,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Senior Housing,2,1,2,1,84.5,California,Institutional Flow,Alliance Residential,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,General Residential,5,0,2,5,55.6,California,Financing Risk,CBRE,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,BTR / Single-Family Rental,0,0,0,0,0,None detected,None detected,None detected,Potential expansion or product diversification signal,Monitoring Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
