run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Miami,Florida,4,4,0,4,1,4,Apartment,Refinancing,General Entitlement Signal,Mixed-use corridor,100,49,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Miami / Florida - West Palm Beach Developer Buys Lot, Apartments on Way; Development Start - Miami / Florida - NRP Advancing 312-Unit Port St. Lucie Apartment Venture; FRP, Woodfield Begin Work on Expansive Estero Development; Investor Team Scores $53.5M Refi on Doral Center Offices; JV / Partnership - Miami / Florida - FRP, Woodfield Begin Work on Expansive Estero Development"
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,New York,New York,4,3,2,3,0,2,Apartment,Acquisition,Zoning / Rezoning,General submarket monitoring,100,24,30,Strategic watch submarket,Monitor entitlement precedent,Acquisition - New York City / New York - T30 Capital Sells East Williamsburg Loft Building at 59 Bogart Street for $30M; Entitlement / Permitting - New York City / New York - Queens’ Apartment Pipeline Shallowest in a Decade — But New Supply On the Way; General Project Signal - New York - New York State Housing Commissioner RuthAnne Visnauskas Joined WinnCompanies to Celebrate...; Multifamily distress reports put New York in the spotlight; New York State Housing Commissioner RuthAnne Visnauskas Joined WinnCompanies to Celebrate Completion of Affordable Housing Project
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Atlanta,Southeast,7,5,1,5,0,5,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,15,45,Strategic watch submarket,Monitor entitlement precedent,"Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community; Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Acquisition - Atlanta / Georgia - Woodfield to Develop 320-Unit Apartment Community in Brookhaven, Georgia; JLB Pursuing Buckhead Office-to-Apartments Conversion; JLL Secures Acquisition Financing for Hyatt Regency Savannah Sale"
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Santa Monica,Los Angeles,2,2,2,2,0,1,Affordable Housing,Entitlement / Permitting,CEQA / Environmental Review,University-adjacent,97,44,40,High relevance to Woomi site strategy,Monitor entitlement precedent,12-story residential building pitched for 1517 15th St. in Santa Monica; CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica; Entitlement / Permitting - Santa Monica / California - 12-story residential building pitched for 1517 15th St. in Santa Monica; General Project Signal - Santa Monica / California - CLARE|MATRIX moves forward with $50M expansion plan in Santa Monica
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Los Angeles,Los Angeles,8,1,2,1,1,2,Apartment,Refinancing,Density Bonus / TOC,University-adjacent,89,50,40,High relevance to Woomi site strategy,Monitor entitlement precedent,12-story residential building pitched for 1517 15th St. in Santa Monica; 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana; Affordable housing on the rise at 728 Lagoon Ave. in Wilmington; Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena; Bascom Refis Historic Apartments in LA’s Westlake District
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,California,National / Other,0,8,1,0,0,0,Apartment,JV / Partnership,Entitlement Approval,General submarket monitoring,87,15,30,Strategic watch submarket,Monitor entitlement precedent,Acquisition - California - Vivmark Residential Acquires California Multifamily Portfolio for $742M; Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington; Disposition / Exit - California - Marcus & Millichap Arranges $6.98M Sale of 21-Unit Multifamily Property in Sherman Oaks Ca...; Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer; General Project Signal - California - Newly Built Mountain View Offices Secure $147M Financing
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Phoenix,Arizona,2,2,0,2,1,2,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,85,50,20,Strategic watch submarket,Review potential acquisition pipeline,Acquisition - Phoenix / Arizona - Albany Road Snags Loan for Scottsdale MOB Acquisition; Albany Road Snags Loan for Scottsdale MOB Acquisition; Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community; Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Houston,Texas,3,2,0,2,1,1,Mixed-Use Residential,Construction Financing,General Entitlement Signal,Mixed-use corridor,73,47,20,Strategic watch submarket,Review potential acquisition pipeline,Concord Summit Capital Arranges $28M in Financing for Metro Houston Mixed-Use Project; Construction Financing - Houston / Texas - Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project; General Project Signal - Houston / Texas - Concord Summit Capital Arranges $28M in Financing for Metro Houston Mixed-Use Project; Southern Land Co. Inks $165.9M Construction Loan for Upper Kirby Mixed-Use Project; Work Underway on 388-Unit Rental Community Near The Woodlands
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Santa Ana,Orange County,1,1,0,1,0,1,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,71,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana; JV / Partnership - California - 408 apartments rise at 2828 N. MainPlace Dr. in Santa Ana
2026-08-28,20260828-064739-a33475f2,2026-08-28 06:47:39,Pasadena,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,68,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena; Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena
