run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-08-28,20260828-064739-a33475f2,TIM-20260828-014,Entitlement / Permitting,Colorado,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - Colorado - Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,2000,Immediate / 0-3 Months,89,High,Entitlement / Permitting; permitting,Affordable housing slated for 2000 E. Colorado Blvd. in Pasadena,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-2000-e-colorado-blvd-pasadena,"Track entitlement, zoning, permitting, and public-agency milestones",Weekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-001,Acquisition Window,California,Apartment,CBRE,CBRE,"Acquisition - California - CBRE Arranges $21M Sale of Tournament Patio Apartments in Torrance, California",No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,"CBRE Arranges $21M Sale of Tournament Patio Apartments in Torrance, California",REBusiness Online,https://rebusinessonline.com/cbre-arranges-21m-sale-of-tournament-patio-apartments-in-torrance-california/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-002,Acquisition Window,California,Apartment,AvalonBay,Unknown,Acquisition - California - Vivmark Residential Acquires California Multifamily Portfolio for $742M,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Vivmark Residential Acquires California Multifamily Portfolio for $742M,Commercial Observer,https://commercialobserver.com/2026/08/vivmark-residential-california-multifamily-portfolio-742m/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-003,Construction Completion / Delivery,California,Senior Housing,Alliance Residential,JLL,"JV / Partnership - California - JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",No explicit timing reference,Unknown Timing,71,Medium,Construction Completion / Delivery; completed,"JV of Affinius, Alliance Residential Divests NorCal Seniors Housing Duo",Connect CRE California,https://www.connectcre.com/stories/jv-of-affinius-alliance-residential-divests-norcal-seniors-housing-duo/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-008,Construction Start,California,Affordable Housing,Unknown,Unknown,Development Start - California - Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,No explicit timing reference,Unknown Timing,71,Medium,Construction Start; broke ground,Affordable housing on the rise at 728 Lagoon Ave. in Wilmington,Urbanize LA,https://la.urbanize.city/post/affordable-housing-rise-728-lagoon-ave-wilmington,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-007,Refinancing / Maturity Window,Los Angeles / California,Apartment,Bascom Group,Unknown,Refinancing - Los Angeles / California - Bascom Refis Historic Apartments in LA’s Westlake District,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window; completed,Bascom Refis Historic Apartments in LA’s Westlake District,Connect CRE Apartments,https://www.connectcre.com/stories/bascom-refis-historic-apartments-in-las-westlake-district/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-031,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-032,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-28,20260828-064739-a33475f2,TIM-20260828-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
