run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-09-02,20260902-005110-60e6acea,ENT-20260902-005,Georgia,Other / Unknown,Student Housing,Scion Group,Ares And Scion's Student Housing JV Acquires 4 Communities For $435M,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,No explicit timing reference,65,25,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Ares And Scion's Student Housing JV Acquires 4 Communities For $435M,Bisnow,https://www.bisnow.com/news/national/student-housing/ares-scion-student-housing-jv-acquires-4-communities-for-435m,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-004,California,Los Angeles,Apartment,,Notable multifamily policy and legal moves from this summer,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,2026,28,63,Relevant to US residential developer capability,"Track local planning filings, approval body, sponsor, and entitlement precedent",Notable multifamily policy and legal moves from this summer,Multifamily Dive,https://www.multifamilydive.com/news/state-local-multifamily-policy-legislation-lawsuit/828956/,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-002,Los Angeles / California,Los Angeles,Affordable Housing,,Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,30,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,Urbanize LA,https://la.urbanize.city/post/affordable-housing-topped-8911-ramsgate-ave-westchester,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-006,Other / Unknown,Los Angeles,Apartment,,"Meeting Tomorrow For Agrihood Townhomes, Santa Clara",Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,2026,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,"Meeting Tomorrow For Agrihood Townhomes, Santa Clara",SF YIMBY,https://sfyimby.com/2026/09/meeting-tomorrow-for-agrihood-townhomes-santa-clara.html,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-013,Other / Unknown,Unknown,Apartment,Unknown,"Entitlement / Permitting - Other / Unknown - Meeting Tomorrow For Agrihood Townhomes, Santa Clara",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"Meeting Tomorrow For Agrihood Townhomes, Santa Clara",SF YIMBY,https://sfyimby.com/2026/09/meeting-tomorrow-for-agrihood-townhomes-santa-clara.html,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-003,Los Angeles / California,Los Angeles,Affordable Housing,,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,Yes,density bonus,No,No explicit timing reference,38,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-complex-underway-708-s-gramercy-dr-koreatown,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-010,California,California,Apartment,Unknown,Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent",Notable multifamily policy and legal moves from this summer,Multifamily Dive,https://www.multifamilydive.com/news/state-local-multifamily-policy-legislation-lawsuit/828956/,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-001,Los Angeles / California,Los Angeles,Senior Housing,,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,45,General entitlement monitoring,Monitor entitlement status for repeated confirmation,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Urbanize LA,https://la.urbanize.city/post/eldercare-facility-approved-site-5353-n-del-moreno-dr-woodland-hills,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-011,Los Angeles / California,Los Angeles,Senior Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,45,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,Urbanize LA,https://la.urbanize.city/post/eldercare-facility-approved-site-5353-n-del-moreno-dr-woodland-hills,Low
2026-09-02,20260902-005110-60e6acea,ENT-20260902-012,Atlanta / Georgia,Atlanta,Apartment,Unknown,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",JLB Pursuing Buckhead Office-to-Apartments Conversion,Connect CRE Atlanta,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
