run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-09-02,20260902-005110-60e6acea,LAW-20260902-001,Los Angeles,Notable multifamily policy and legal moves from this summer,,Apartment,Density Bonus / TOC,Unknown Stage,28,63,69,Relevant to California entitlement monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,Notable multifamily policy and legal moves from this summer,https://www.multifamilydive.com/news/state-local-multifamily-policy-legislation-lawsuit/828956/,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-006,California,Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Notable multifamily policy and legal moves from this summer,https://www.multifamilydive.com/news/state-local-multifamily-policy-legislation-lawsuit/828956/,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-002,Los Angeles,Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,,Affordable Housing,Entitlement Approval,Approved / Entitled,30,55,52,General LA / California monitoring,Watch affordable housing requirement,Monitor construction-ready pipeline and sponsor execution,Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,https://la.urbanize.city/post/affordable-housing-topped-8911-ramsgate-ave-westchester,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-005,Los Angeles,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,,Affordable Housing,Density Bonus / TOC,Unknown Stage,38,48,51,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,https://la.urbanize.city/post/affordable-housing-complex-underway-708-s-gramercy-dr-koreatown,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-003,Los Angeles,"Meeting Tomorrow For Agrihood Townhomes, Santa Clara",,Apartment,Planning Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,"Meeting Tomorrow For Agrihood Townhomes, Santa Clara",https://sfyimby.com/2026/09/meeting-tomorrow-for-agrihood-townhomes-santa-clara.html,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-004,Unknown,"Entitlement / Permitting - Other / Unknown - Meeting Tomorrow For Agrihood Townhomes, Santa Clara",Unknown,Apartment,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,"Meeting Tomorrow For Agrihood Townhomes, Santa Clara",https://sfyimby.com/2026/09/meeting-tomorrow-for-agrihood-townhomes-santa-clara.html,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-009,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-010,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,https://la.urbanize.city/post/affordable-housing-complex-underway-708-s-gramercy-dr-koreatown,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-011,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,https://la.urbanize.city/post/construction-begins-mixed-use-project-11905-wilshire-blvd-brentwood,Low
2026-09-02,20260902-005110-60e6acea,LAW-20260902-007,Los Angeles,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,,Senior Housing,Planning Approval,Approved / Entitled,20,45,36,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,https://la.urbanize.city/post/eldercare-facility-approved-site-5353-n-del-moreno-dr-woodland-hills,Low
