run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,California,Apartment,23,22,13,93.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Los Angeles,Affordable Housing,11,10,8,94.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,National / Other,Apartment,26,14,6,73.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Florida,Apartment,15,9,10,80.0,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Southeast,Apartment,8,6,2,78.9,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Texas,Apartment,5,5,2,84.0,Developer Strategy,Vacancy Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,New York,Apartment,3,3,2,95.3,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Seattle,Apartment,2,2,2,96.0,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Dallas,Affordable Housing,2,2,1,93.5,Institutional Flow,Vacancy Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Austin,Student Housing,2,2,1,79.0,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Sun Belt,Student Housing,1,1,1,79.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Arizona,Mixed-Use Residential,2,1,0,70.5,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Phoenix,Mixed-Use Residential,2,1,0,70.5,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
