run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,source_entity,canonical_source_entity,source_entity_type,target_entity,canonical_target_entity,target_entity_type,relationship_type,market,deal_type,evidence_article_title,url,relationship_strength_score,entity_resolution_confidence,canonical_relationship_event_count,relationship_repeat_strength,confirmed_multi_source_relationship,woomi_strategic_relevance,recommended_follow_up
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0057,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,100,Fannie Mae,Fannie Mae,Developer / GP,fannie mae,Fannie Mae,Lender / Debt Provider,JV / Partnership,California,JV / Partnership,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,100,75,1,100,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0058,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,100,Freddie Mac,Freddie Mac,Developer / GP,freddie mac,Freddie Mac,Lender / Debt Provider,Financing Relationship,California,Acquisition,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,100,75,1,100,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0060,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,100,Greystone,Greystone,Developer / GP,fannie mae,Fannie Mae,Lender / Debt Provider,Financing Relationship,California,Refinancing,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,100,75,1,100,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0057,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,100,Fannie Mae,Fannie Mae,Developer / GP,California,California,Market / Region,JV / Partnership,California,JV / Partnership,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,96,100,1,96,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0057,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,100,Fannie Mae,Fannie Mae,Developer / GP,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Fannie Mae,Project / Deal,JV / Partnership,California,JV / Partnership,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,https://www.connectcre.com/stories/newmark-arranges-fannie-mae-loan-on-san-clemente-active-adult/,96,60,1,96,No,High relevance to Woomi partnership strategy,Review potential JV relevance
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0060,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,100,Greystone,Greystone,Developer / GP,California,California,Market / Region,Financing Relationship,California,Refinancing,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,96,100,1,96,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0060,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,100,Greystone,Greystone,Developer / GP,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Fannie Mae,Project / Deal,Financing Relationship,California,Refinancing,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,96,60,1,96,No,Relevant to LA / California strategy,Track GP relationship history
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0168,Refinancing - Tampa / Florida - Walton Street Capital Refis Tampa-Area Apartments With $44M Loan,100,Berkadia,Berkadia,Developer / GP,berkadia,Berkadia,Lender / Debt Provider,Financing Relationship,Tampa / Florida,Refinancing,Walton Street Capital Refis Tampa-Area Apartments With $44M Loan,https://commercialobserver.com/2026/09/walton-street-capital-tampa-florida-apartments/,92,75,1,92,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0150,Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments,100,CBRE,CBRE,Developer / GP,cbre,CBRE,Lender / Debt Provider,Financing Relationship,Riverside / California,Disposition / Exit,CBRE Brokers Sale of Vintage Redlands Apartments,https://www.connectcre.com/stories/cbre-brokers-sale-of-vintage-redlands-apartments/,91,75,1,91,No,Relevant to capital markets monitoring,Track GP relationship history
2026-09-02,20260902-005110-60e6acea,PRJ-20260902-0085,Disposition / Exit - Los Angeles / California - Torrance Apartments Trade for $350K/Unit,100,CBRE,CBRE,Developer / GP,cbre,CBRE,Lender / Debt Provider,Financing Relationship,Los Angeles / California,Disposition / Exit,Torrance Apartments Trade for $350K/Unit,https://www.connectcre.com/stories/torrance-apartments-trade-for-350k-unit/,91,75,1,91,No,Relevant to capital markets monitoring,Track GP relationship history
