run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-09-02,20260902-005110-60e6acea,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,Los Angeles / California; Miami / Florida; Riverside / California,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,83.3,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-09-02,20260902-005110-60e6acea,Canyon Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,Riverside / California,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; BTR expansion; JV / partnership; operational technology / AI adoption,2,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,95.5,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York; Other / Unknown; Phoenix / Arizona,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,3,100,87.3,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,99,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Riverside Townhome Community Canyon Partners Real Estate,Tier 3 / Growth and Market Signal Watch,50,Apartment,Riverside / California,Core Multifamily News,Other,refinancing; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Slate Property Group,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Miami / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; capital raise,2,100,99.0,Capital Inflow,Capital Partner Tracking Signal,capital market sentiment indicator,Low,98,Track capital deployment and pricing signals
2026-09-02,20260902-005110-60e6acea,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Denver / Colorado; Florida; Seattle,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; operational technology / AI adoption,4,95,84.8,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,High,97,Review California / LA capital and developer activity
2026-09-02,20260902-005110-60e6acea,Greystar,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing,1,100,100.0,Refinancing / Recapitalization,Capital Partner Tracking Signal,capital market sentiment indicator,Low,96,Track refinancing or recapitalization pipeline
2026-09-02,20260902-005110-60e6acea,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,1,89,89.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,94,Review California / LA capital and developer activity
2026-09-02,20260902-005110-60e6acea,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Seattle,Site / Parcel Source Expansion,Other,acquisition,1,97,97.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Medium,94,Track capital deployment and pricing signals
2026-09-02,20260902-005110-60e6acea,Tishman Speyer,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; refinancing; operational technology / AI adoption,1,89,89.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,94,Review California / LA capital and developer activity
2026-09-02,20260902-005110-60e6acea,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida; Tampa / Florida,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,76.5,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,92,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Greystone,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Regional / California / LA Sources,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-09-02,20260902-005110-60e6acea,Scion Group,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Austin / Texas; Georgia,Core Multifamily News,Other,acquisition; disposition / exit; JV / partnership,2,85,82.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,IPA,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Seattle,Core Multifamily News,Other,disposition / exit; operational technology / AI adoption,1,95,95.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Medium,85,Monitor only
2026-09-02,20260902-005110-60e6acea,Mike Boyd Saratoga Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia,Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; distressed opportunity; operational technology / AI adoption,1,77,77.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,82,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Essex Realty Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown,Core Multifamily News,Other,disposition / exit; operational technology / AI adoption,1,94,94.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Low,81,Monitor only
2026-09-02,20260902-005110-60e6acea,Avatar Financial Group LLC,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,National,Core Multifamily News,Other,refinancing,1,89,89.0,Refinancing / Recapitalization,Capital Partner Tracking Signal,capital market sentiment indicator,Low,78,Track refinancing or recapitalization pipeline
2026-09-02,20260902-005110-60e6acea,JPI,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Phoenix / Arizona,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,79,79.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,75,Monitor only
2026-09-02,20260902-005110-60e6acea,Fairfield Residential,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; operational technology / AI adoption,1,69,69.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,72,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Kairoi Residential,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Austin / Texas,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,73,73.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,72,Monitor only
2026-09-02,20260902-005110-60e6acea,Florida Land South Florida Investments,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Miami / Florida,Core Multifamily News,Other,acquisition; disposition / exit; operational technology / AI adoption,1,64,64.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,71,Track capital deployment and pricing signals
2026-09-02,20260902-005110-60e6acea,PCCP,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,National,Core Multifamily News,Other,acquisition; JV / partnership; market expansion; operational technology / AI adoption,1,65,65.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,71,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Acquires 280-Unit Buckhead Apartment Community ParkProperty Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; JV / partnership; operational technology / AI adoption,1,62,62.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,70,Map potential GP / JV relationship and monitor partnership activity
2026-09-02,20260902-005110-60e6acea,Doral Center Offices Banyan Street Capital,Tier 3 / Growth and Market Signal Watch,50,General Residential,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,50,50.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,57,Track refinancing or recapitalization pipeline
