run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Riverside,3,3,0,3,2,3,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"BTR / Build-to-Rent - Riverside / California - Canyon Partners, J.P. Morgan Provide $74.7M Construction Loan for Inland Empire Townhome P...; CBRE Brokers Sale of Vintage Redlands Apartments; Canyon Partners, J.P. Morgan Provide $74.7M Construction Loan for Inland Empire Townhome Project; Construction Financing - Riverside / California - Lender Group Provides $74.7M Loan for Riverside Townhome Community; Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments",100,62,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,High
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Los Angeles,9,3,5,1,0,0,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown; Affordable housing topped off at 8911 Ramsgate Ave. in Westchester; Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood; Disposition / Exit - Los Angeles / California - Torrance Apartments Trade for $350K/Unit; Eldercare facility approved for site at 5353 N. Del Moreno Dr. in Woodland Hills,100,42,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,California,0,7,1,0,0,0,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Acquisition - California - Northmarq Arranges $23.5M Sale of Two-Property Multifamily Portfolio in Northern Californi...; Development Start - California - Development Team Starts Work on Milpitas Affordable Housing Project; Disposition / Exit - California - Ridge Capital Offloads Two Ukiah Apartment Complexes; Entitlement / Permitting - California - Notable multifamily policy and legal moves from this summer; General Project Signal - California - Rendering vs. Reality: Torrance's Gable House Apartments,79,30,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Koreatown,1,1,2,1,0,1,Affordable Housing,Density Bonus / TOC,Density bonus corridor,Unknown,Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown; Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,76,52,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Inland Empire,3,2,0,1,1,2,BTR / Single-Family Rental,General Entitlement Signal,General submarket monitoring,Unknown,"BTR / Build-to-Rent - Riverside / California - Canyon Partners, J.P. Morgan Provide $74.7M Construction Loan for Inland Empire Townhome P...; CBRE Brokers Sale of Vintage Redlands Apartments; Canyon Partners, J.P. Morgan Provide $74.7M Construction Loan for Inland Empire Townhome Project; Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments; Lender Group Provides $74.7M Loan for Riverside Townhome Community",75,47,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,High
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Anaheim,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Tishman Speyer Acquires 376-Unit Anaheim Rental Community,72,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Wilshire,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood; Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,69,40,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,65,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,Hollywood,1,1,0,1,0,1,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Development Start - Los Angeles / California - Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood; Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood,61,30,No,Hollywood / transit-oriented housing watch,Review potential acquisition pipeline,Medium
2026-09-02,20260902-005110-60e6acea,2026-09-02 00:51:10,West Hollywood,1,1,0,1,0,1,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Development Start - Los Angeles / California - Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood; Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood,61,30,No,Hollywood / transit-oriented housing watch,Review potential acquisition pipeline,Medium
