run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-09-02,20260902-005110-60e6acea,TIM-20260902-001,Refinancing / Maturity Window,California,Affordable Housing,Greystone,Fannie Mae,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,No explicit timing reference,Unknown Timing,79,Medium,Refinancing / Maturity Window,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,Connect CRE California,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-002,Acquisition Window,California,Apartment,Unknown,northmarq,Acquisition - California - Northmarq Arranges $23.5M Sale of Two-Property Multifamily Portfolio in Northern Californi...,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Northmarq Arranges $23.5M Sale of Two-Property Multifamily Portfolio in Northern California,REBusiness Online,https://rebusinessonline.com/northmarq-arranges-23-5m-sale-of-two-property-multifamily-portfolio-in-northern-california/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-004,Refinancing / Maturity Window,Tampa / Florida,Apartment,Berkadia,Berkadia,Refinancing - Tampa / Florida - Walton Street Capital Refis Tampa-Area Apartments With $44M Loan,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Walton Street Capital Refis Tampa-Area Apartments With $44M Loan,Commercial Observer,https://commercialobserver.com/2026/09/walton-street-capital-tampa-florida-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-003,Acquisition Window,California,Apartment,Freddie Mac,Freddie Mac,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,No explicit timing reference,Unknown Timing,70,Medium,Acquisition Window,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Connect CRE Apartments,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-015,Construction Start,California,Affordable Housing,Unknown,Unknown,Development Start - California - Development Team Starts Work on Milpitas Affordable Housing Project,No explicit timing reference,Unknown Timing,70,Medium,Construction Start,Development Team Starts Work on Milpitas Affordable Housing Project,Connect CRE Apartments,https://www.connectcre.com/stories/development-team-starts-work-on-waterford-affordable-housing-project/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-030,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-031,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-032,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-035,Distress Sale Timing,California,Affordable Housing,Greystone,Fannie Mae,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,,https://www.connectcre.com/stories/greystone-provides-fannie-mae-refi-on-san-diego-mixed-income/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-09-02,20260902-005110-60e6acea,TIM-20260902-010,Acquisition Window,Atlanta / Georgia,Apartment,Unknown,Unknown,Acquisition - Atlanta / Georgia - Fairfield Acquires 812-Unit Apartment Community in West Palm Beach from Cortland for $208M,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Fairfield Acquires 812-Unit Apartment Community in West Palm Beach from Cortland for $208M,REBusiness Online,https://rebusinessonline.com/fairfield-acquires-812-unit-apartment-community-in-west-palm-beach-from-cortland-for-208m/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
