run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-09-02,20260902-005110-60e6acea,LAP-20260902-001,PRJ-20260902-0060,Refinancing - California - Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,California,California,Greystone,Affordable Housing,Refinancing / Recapitalization,Persistent Same Stage,Medium Stall Risk,0,0,15,100,60,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-02,20260902-005110-60e6acea,LAP-20260902-029,PRJ-20260902-0042,Entitlement / Permitting - Los Angeles / California - Affordable housing topped off at 8911 Ramsgate Ave. in Westchester,Los Angeles,8911 Ramsgate Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,100,34,Relevant to California site monitoring,Use as comparable development precedent,Monitor for repeated project updates,Low
2026-09-02,20260902-005110-60e6acea,LAP-20260902-002,PRJ-20260902-0083,Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments,Los Angeles,Inland Empire,CBRE,Apartment,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,99,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-02,20260902-005110-60e6acea,LAP-20260902-003,PRJ-20260902-0096,Disposition / Exit - Riverside / California - CBRE Brokers Sale of Vintage Redlands Apartments,Los Angeles,Los Angeles,CBRE,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,99,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-02,20260902-005110-60e6acea,LAP-20260902-004,PRJ-20260902-0058,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,California,California,Freddie Mac,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,4,98,30,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-02,20260902-005110-60e6acea,LAP-20260902-007,PRJ-20260902-0118,General Project Signal - Miami / Florida - SCALE Lending Provides $245M Loan for First Phase of Upland Park Apartments in Miami,Los Angeles,Miami,Greystar,Mixed-Use Residential,Site Acquisition / Site Control,Newly Detected,No Clear Stall Risk,0,0,5,97,18,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-02,20260902-005110-60e6acea,LAP-20260902-035,PRJ-20260902-0006,Development Start - Los Angeles / California - Rendering vs. Reality: Affordable housing at 1201 N. Detroit St. in West Hollywood,Los Angeles,1201 N. Detroit St,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,96,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-02,20260902-005110-60e6acea,LAP-20260902-033,PRJ-20260902-0037,Entitlement / Permitting - Los Angeles / California - Affordable housing complex underway at 708 S. Gramercy Dr. in Koreatown,Los Angeles,708 S. Gramercy Dr,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-02,20260902-005110-60e6acea,LAP-20260902-034,PRJ-20260902-0003,Entitlement / Permitting - Los Angeles / California - Construction begins for mixed-use project at 11905 Wilshire Blvd. in Brentwood,Los Angeles,11905 Wilshire Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,1,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-02,20260902-005110-60e6acea,LAP-20260902-006,PRJ-20260902-0161,Disposition / Exit - Seattle - Institutional Property Advisors Brokers Sale and Arranges Financing for Lakefront Multifam...,Los Angeles,Seattle,IPA,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,93,25,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-09-02,20260902-005110-60e6acea,LAP-20260902-036,PRJ-20260902-0020,Entitlement / Permitting - Los Angeles / California - Rendering vs. Reality: Mixed-use complex at 3900 S. Figueroa St. in Expo Park,Los Angeles,3900 S. Figueroa St,Unknown,Student Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,89,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-09-02,20260902-005110-60e6acea,LAP-20260902-027,PRJ-20260902-0023,Greystone Provides Fannie Mae Refi on San Diego Mixed-Income,California,4135 Park Boulevard,Greystone,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,2,87,32,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-09-02,20260902-005110-60e6acea,LAP-20260902-005,PRJ-20260902-0062,Acquisition - California - Northmarq Arranges $23.5M Sale of Two-Property Multifamily Portfolio in Northern Californi...,California,California,Unknown,Apartment,Unknown Stage,Unknown,Low Stall Risk,33,0,0,86,40,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
