run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-040,Distress Sale Timing,Santa Monica / California,Affordable Housing,Unknown,Unknown,Construction Financing - Santa Monica / California - Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,2025,Immediate / 0-3 Months,77,Medium,Distress Sale Timing,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,,https://la.urbanize.city/post/construction-commences-mixed-use-project-2025-and-2051-wilshire-santa-monica,"Prepare sponsor, lender, and rescue-capital watchlist",Weekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-005,Refinancing / Maturity Window,California,Apartment,Unknown,Unknown,Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,No explicit timing reference,Unknown Timing,72,Medium,Refinancing / Maturity Window,Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,REBusiness Online,https://rebusinessonline.com/gantry-arranges-15-4m-in-financing-for-two-retail-properties-in-monterey-bay-region/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-028,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-029,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-030,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-031,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-010,Recapitalization Timing,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",No explicit timing reference,Unknown Timing,70,Medium,Recapitalization Timing; recapitalization,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-003,Refinancing / Maturity Window,Denver / Colorado,Apartment,Walker & Dunlop,walker & dunlop,Refinancing - Denver / Colorado - Prime Finance Refis Denver-Area Apartments With $46M Loan,No explicit timing reference,Unknown Timing,70,Medium,Refinancing / Maturity Window,Prime Finance Refis Denver-Area Apartments With $46M Loan,Commercial Observer,https://commercialobserver.com/2026/07/prime-finance-denver-colorado-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-007,Refinancing / Maturity Window,Houston / Texas,Apartment,Unknown,Unknown,Refinancing - Houston / Texas - DLP Real Estate Capital Refinances Two Property Houston Multifamily Portfolio with $118M N...,No explicit timing reference,Unknown Timing,70,Medium,Refinancing / Maturity Window; refinance,DLP Real Estate Capital Refinances Two Property Houston Multifamily Portfolio with $118M Note,Yield PRO,https://yieldpro.com/2026/07/elan-memorial-park/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-07-06,20260706-000644-f35b7e56,TIM-20260706-033,Distress Sale Timing,California,Apartment,Unknown,Unknown,Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,No explicit timing reference,Unknown Timing,68,Medium,Distress Sale Timing,Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,,https://rebusinessonline.com/gantry-arranges-15-4m-in-financing-for-two-retail-properties-in-monterey-bay-region/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
