run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,California,Apartment,16,13,9,85.6,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Los Angeles,Affordable Housing,11,8,6,82.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,National / Other,Multifamily,36,20,6,74.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Florida,Apartment,11,10,7,89.5,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Southeast,Apartment,9,8,4,84.0,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Texas,Apartment,7,7,2,87.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,New York,Apartment,5,5,4,93.6,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Arizona,Apartment,5,5,3,89.4,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Dallas,Apartment,4,4,0,84.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Phoenix,Apartment,3,3,3,90.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Seattle,Apartment,1,1,0,82.0,Institutional Flow,None detected,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Sun Belt,Apartment,2,1,0,72.0,Rent Growth / Demand,None detected,General market monitoring,Strategic Watch Market,Monitor only
2026-08-12,20260812-234133-86ac94e9,2026-08-12 23:41:33,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
