run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-001,California,Entitlement / Permitting - California - Monterey Park approves upsized project at 114 E. Garvey Avenue,Unknown,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,70,70,Relevant to California entitlement monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Monterey Park approves upsized project at 114 E. Garvey Avenue,https://la.urbanize.city/post/monterey-park-approves-upsized-project-114-e-garvey-avenue,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-002,Los Angeles,Newmark Closes Note Sale on San Pedro Adaptive Reuse,,Office-to-Residential Conversion,Adaptive Reuse,Approved / Entitled,20,67,53,General LA / California monitoring,Track office-to-residential feasibility,Monitor construction-ready pipeline and sponsor execution,Newmark Closes Note Sale on San Pedro Adaptive Reuse,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-003,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Newmark Closes Note Sale on San Pedro Adaptive Reuse,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Approved / Entitled,20,67,53,General LA / California monitoring,Track office-to-residential feasibility,Monitor construction-ready pipeline and sponsor execution,Newmark Closes Note Sale on San Pedro Adaptive Reuse,https://www.connectcre.com/stories/newmark-closes-note-sale-on-san-pedro-adaptive-reuse/,Medium
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-004,Los Angeles,Centerspace executives outline disposition plans,Unknown,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Centerspace executives outline disposition plans,https://www.multifamilydive.com/news/apartment-reit-dispositions-strategic-review/827348/,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-005,Los Angeles,Apartment REITs see Sun Belt momentum in latest earnings,Unknown,Apartment,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Apartment REITs see Sun Belt momentum in latest earnings,https://www.multifamilydive.com/news/apartment-reit-q2-earnings-reports/827436/,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-006,Los Angeles,Warner Center's beleaguered Promenade mall bites the dust,,Mixed-Use Residential,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Warner Center's beleaguered Promenade mall bites the dust,https://la.urbanize.city/post/warner-centers-beleaguered-promenade-mall-bites-dust,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-007,Atlanta,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Unknown,Apartment,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLB Pursuing Buckhead Office-to-Apartments Conversion,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,Unknown,Affordable Housing,Entitlement Approval,Early Planning,30,30,43,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing proposed at 1058 N. Kingsley Dr. in East Hollywood,https://la.urbanize.city/post/affordable-housing-proposed-1058-n-kingsley-dr-east-hollywood,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-011,Unknown,Entitlement / Permitting - Other / Unknown - 42 apartments slated for 2817 Montrose Ave. in Glendale,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",42 apartments slated for 2817 Montrose Ave. in Glendale,https://la.urbanize.city/post/42-apartments-slated-2817-montrose-ave-glendale,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-010,Los Angeles,"Meeting Tomorrow For 2298 Durant Avenue, Berkeley",,Apartment,Zoning / Rezoning,Early Planning,20,30,40,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","Meeting Tomorrow For 2298 Durant Avenue, Berkeley",https://sfyimby.com/2026/08/meeting-tomorrow-for-2298-durant-avenue-berkeley.html,Low
2026-08-12,20260812-234133-86ac94e9,LAW-20260812-008,Los Angeles,Office-to-Residential Conversion - Los Angeles / California - Fresh renderings for Watts Towers Art Center revamp,Unknown,General Residential,Office-to-Residential Conversion,Unknown Stage,28,32,33,Low relevance,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Fresh renderings for Watts Towers Art Center revamp,https://la.urbanize.city/post/fresh-renderings-watts-towers-art-center-revamp,Low
